cost,rmse,penalty,SIGMA
0.217580,0.217580,0.000000,0.800000
0.217580,0.217580,0.000000,0.800000
0.773999,0.773999,0.000000,1.788330
0.105147,0.105147,0.000000,1.114827
0.105147,0.105147,0.000000,1.114828
0.063730,0.063730,0.000000,0.960608
0.063730,0.063730,0.000000,0.960608
0.038015,0.038015,0.000000,1.033659
0.038015,0.038015,0.000000,1.033659
0.034097,0.034097,0.000000,1.007036
0.034097,0.034097,0.000000,1.007036
0.033150,0.033150,0.000000,1.015663
0.033150,0.033150,0.000000,1.015663
0.033144,0.033144,0.000000,1.015024
0.033144,0.033144,0.000000,1.015024
