date,cost,rmse,penalty,LAMBDA,MU_Y,SIGMA_Y,SIGMA
20190402,0.05626491767555112,0.05626472136600322,1.9630954790382176e-07,0.005861,-0.004024,0.000010,0.607843
20190411,0.009539027055844732,0.00953899254172602,3.451411871263483e-08,0.004932,-0.001009,0.000010,0.628667
20190429,0.022753217749684963,0.022731406552032304,2.1811197652658876e-05,0.095086,0.035703,0.000481,0.604173
20190408,0.07155407818223325,0.07155403764327796,4.053895529555083e-08,0.002046,-0.001906,0.000010,0.704715
20190409,0.034183262116849626,0.03418262326897922,6.388478704017873e-07,0.001360,-0.007979,0.000057,0.680626
20190422,0.038528010053362344,0.03839304665350755,0.00013496339985479393,0.272740,0.077472,0.002362,0.571399
20190423,0.024685924986896503,0.024645707681022942,4.021730587356223e-05,0.141025,0.044883,0.001359,0.600446
20190406,0.04760815957247289,0.0476078306052865,3.289671863910884e-07,0.007515,-0.005220,0.000010,0.679813
20190405,0.06501376496831368,0.06501366106611572,1.0390219794971778e-07,0.005196,-0.002773,0.000010,0.696368
20190420,0.04996179113874401,0.04978728208618598,0.00017450905255803333,0.303669,0.090655,0.001057,0.570802
20190407,0.050019144134781084,0.050018752293170037,3.9184161104486195e-07,0.012663,-0.004811,0.000010,0.688138
20190403,0.09901411304771708,0.09901407857625541,3.447146167000173e-08,0.000917,-0.001834,0.000010,0.683860
20190410,0.020260703699632062,0.020239609571754136,2.1094127877926257e-05,0.124162,0.023828,0.000010,0.602538
20190430,0.016023586087479853,0.01598065077587002,4.293531160983213e-05,0.136927,0.049179,0.000010,0.597610
20190412,0.012197065381091037,0.012159078660058926,3.798672103211069e-05,0.111030,0.050618,0.000611,0.611913
20190502,0.017416033551654882,0.017380311745717286,3.5721805937597196e-05,0.138873,0.040514,0.000471,0.593961
20190426,0.01588622769161815,0.01587757760631439,8.650085303758352e-06,0.092980,0.000131,0.000214,0.608259
20190425,0.019597443831152347,0.0195320359132931,6.540791785924738e-05,0.175722,0.058757,0.000232,0.594816
20190404,0.10455941560649443,0.1045584805923027,9.350141917273698e-07,0.003617,-0.009602,0.000012,0.763105
20190421,0.03748825909723639,0.03742855813132753,5.970096590885376e-05,0.244234,-0.000116,0.000711,0.573538
20190424,0.022857849082922033,0.022827465741975268,3.0383340946765937e-05,0.172031,-0.008360,0.000947,0.599588
20190419,0.05341555896967173,0.05332091361558234,9.464535408938456e-05,0.307527,-0.002541,0.000287,0.571456
20190427,0.03404127884923589,0.03395851189646561,8.276695277028328e-05,0.287441,0.001329,0.001126,0.582483
20190508,0.034936021519515664,0.03493579880632733,2.2271318833721648e-07,0.000010,-0.004701,0.000131,0.659369
20190506,0.01854192149664727,0.018541809746699486,1.1174994778668075e-07,0.009662,-0.000253,0.000421,0.637806
20190507,0.027586767611279737,0.027586619041973723,1.4856930601287597e-07,0.000010,-0.003854,0.000010,0.649084
20190413,0.024283659304694567,0.02425427890960388,2.9380395090689087e-05,0.171339,-0.001390,0.000199,0.586657
20190503,0.01262389538195906,0.012615347167281693,8.54821467736631e-06,0.058856,0.022546,0.000100,0.610907
20190504,0.029093619468443847,0.028992493783463406,0.0001011256849804404,0.195229,0.079355,0.000626,0.602661
20190505,0.019551812935609546,0.019525063211002607,2.674972460694062e-05,0.125855,0.033025,0.000190,0.610582
20190509,0.021764201010981546,0.02174392580531193,2.0275205669616515e-05,0.106254,0.029973,0.000128,0.648550
20190511,0.052576059201625946,0.05257433433053069,1.7248710952526564e-06,0.036542,-0.006241,0.000010,0.730492
20190415,0.026054401873635582,0.022965870218294288,0.0030885316553412945,0.752670,0.502093,0.003232,0.451925
20190510,0.02750942792553145,0.027504786231123294,4.6416944081547445e-06,0.050553,0.014443,0.000010,0.664229
20190516,0.08333826103357213,0.08332942202607149,8.839007500631163e-06,0.037562,-0.027242,0.000266,0.989261
20190512,0.08718229285434842,0.08717610685183234,6.18600251607177e-06,0.034930,-0.022282,0.000098,0.900103
20190514,0.08622120308266264,0.0862114734949266,9.729587736037474e-06,0.027810,-0.029926,0.000085,1.026707
20190513,0.05161543267734911,0.05161290044423705,2.532233112059072e-06,0.016396,-0.015045,0.000019,0.827542
20190515,0.08330671625242382,0.08329663770589632,1.007854652750568e-05,0.037181,-0.029477,0.000263,1.001620
20190520,0.07136405658810889,0.0713546493756691,9.407212439788207e-06,0.057105,-0.024792,0.000010,0.969753
20190519,0.0891763158529859,0.08916811640028548,8.199452700425136e-06,0.025919,-0.027436,0.000055,1.016006
20190518,0.05937956795941146,0.05937375518941855,5.812769992907303e-06,0.031723,-0.021923,0.000051,0.988408
20190523,0.03831952055651012,0.0383176427115575,1.8778449526208509e-06,0.002674,-0.013677,0.000010,0.885810
20190517,0.06675560004381705,0.06674565710246803,9.942941349015387e-06,0.072186,-0.021753,0.000010,0.982380
20190528,0.06585388672697162,0.0658463634538972,7.523273074426462e-06,0.057832,-0.020324,0.000692,0.935807
20190526,0.025805900008952994,0.02579033043113474,1.556957781825458e-05,0.118817,0.010079,0.002089,0.864148
20190524,0.023160013821325487,0.023143285913339195,1.672790798629162e-05,0.128965,0.003007,0.000235,0.873971
20190527,0.07393289461454296,0.07392518042546321,7.71418907973783e-06,0.056218,-0.021279,0.000507,0.958617
20190529,0.044966775752387896,0.04496340347443573,3.3722779521646746e-06,0.039943,-0.013330,0.000010,0.909441
20190525,0.019932252577954376,0.01991866227840392,1.359029955045574e-05,0.114626,0.006683,0.000213,0.872528
20190401,0.03105636347131565,0.02810931622329289,0.0029470472480227585,0.663403,0.500694,0.000085,0.374893
20190418,0.029773094719563707,0.026094734436565813,0.0036783602829978932,0.576416,0.578455,0.000010,0.449214
20190521,0.04119733689659192,0.041190692242391455,6.64465420046637e-06,0.077909,-0.007580,0.000046,0.927765
20190522,0.03760554837214825,0.037601515287305605,4.033084842646027e-06,0.060561,-0.006045,0.000012,0.910217
20190428,0.018516830562457214,0.015239459581381818,0.0032773709810753966,0.545176,0.545908,0.000144,0.474813
20190531,0.02362764729849894,0.023614192378371986,1.345492012695415e-05,0.115948,0.001018,0.000084,0.870498
20190414,0.02593408719705034,0.022879116130059683,0.0030549710669906557,0.567426,0.522781,0.000010,0.460955
20190604,0.02197671979246257,0.02196161907306523,1.5100719397341663e-05,0.118802,-0.008755,0.001484,0.850824
20190602,0.02027875974518105,0.02026145238878852,1.730735639252848e-05,0.130984,-0.003881,0.000010,0.840923
20190530,0.05741782520975957,0.05741285385707732,4.971352682248601e-06,0.036917,-0.018996,0.000042,0.897876
20190416,0.026863232152502668,0.02409509349675212,0.0027681386557505483,1.002129,0.419985,0.000010,0.447269
20190601,0.017501971604732346,0.017480245585841672,2.1726018890671926e-05,0.147089,0.003004,0.000070,0.847821
20190417,0.029111628038278325,0.025147645679233277,0.003963982359045049,0.561418,0.604052,0.000010,0.445959
20190606,0.01740484022713125,0.017391721741043132,1.3118486088118259e-05,0.060607,-0.030733,0.000010,0.791401
20190603,0.02116188379994612,0.021122186695473475,3.9697104472642725e-05,0.196650,0.009966,0.000572,0.828349
20190608,0.021265844406982978,0.02125818903826438,7.655368718595978e-06,0.087364,0.001456,0.000128,0.733195
20190609,0.017806246019577292,0.017794881289073857,1.1364730503436919e-05,0.092582,-0.016702,0.000194,0.729318
20190607,0.021371250399499594,0.02136144668466218,9.803714837415814e-06,0.098211,-0.002357,0.001014,0.754474
20190605,0.021780192030682512,0.021760318956038627,1.987307464388523e-05,0.123948,-0.021237,0.000034,0.829718
20190610,0.011172384787978657,0.011143752831576455,2.863195640220141e-05,0.097300,-0.043755,0.000446,0.739211
20190611,0.012309582207275125,0.012282819384273497,2.67628230016283e-05,0.097454,-0.041552,0.000010,0.735133
20190612,0.015251763891438222,0.015236878947309835,1.488494412838628e-05,0.121359,-0.003961,0.000010,0.729829
20190613,0.0111281340706241,0.0111274625510012,6.715196228984246e-07,0.024320,-0.002829,0.000010,0.738999
20190615,0.02116731132452604,0.0211554932536122,1.1818070913836533e-05,0.102366,0.011053,0.001085,0.739307
20190614,0.01847102846628348,0.01845321752164834,1.781094463513929e-05,0.122518,0.016734,0.000010,0.724793
20190616,0.0435489898081779,0.04354347160337555,5.518204802350837e-06,0.068321,-0.009217,0.000099,0.792486
20190501,0.01255926471711285,0.010252353076879219,0.0023069116402336318,0.441339,0.459579,0.000010,0.533839
20190620,0.035470391212443504,0.035462027919453104,8.363292990401078e-06,0.090944,0.001158,0.000889,0.814263
20190621,0.04188717438753958,0.04187856118063026,8.613206909324032e-06,0.091595,-0.004401,0.000548,0.861164
20190617,0.05525356147083639,0.05524988338873632,3.6780821000679357e-06,0.015295,-0.018558,0.000024,0.832321
20190618,0.07208799342345047,0.07208076789239108,7.225531059383934e-06,0.032139,-0.024884,0.000071,0.869302
20190619,0.04591872090503806,0.04591534528266242,3.3756223756462797e-06,0.046553,-0.010992,0.000047,0.836458
20190622,0.04800251515495565,0.04798598085833714,1.6534296618508003e-05,0.127853,-0.001868,0.001237,1.031359
20190626,0.08731383091531884,0.08730564937714451,8.181538174335749e-06,0.022970,-0.027666,0.000010,1.059123
20190623,0.02760336307471811,0.02752343453933243,7.992853538568145e-05,0.262792,0.032667,0.001405,1.005216
20190625,0.026241798528190818,0.026185835653299065,5.5962874891753056e-05,0.210998,0.033741,0.000764,0.957652
20190624,0.022023072124073402,0.021968493723736986,5.4578400336417864e-05,0.214389,0.028583,0.002111,0.951238
20190702,0.04747840612202015,0.047461967497132614,1.6438624887538464e-05,0.126887,-0.003369,0.001500,1.033078
20190628,0.08332002920806257,0.0833080512319799,1.1977976082669612e-05,0.081097,-0.023137,0.000694,1.134311
20190630,0.03254600054578457,0.032513899518916534,3.210102686803633e-05,0.171871,0.015079,0.001696,1.014456
20190705,0.02494063039306153,0.0248892812684889,5.1349124572628796e-05,0.206520,0.029450,0.000506,0.999053
20190707,0.023067250271369272,0.02298092734227713,8.632292909214482e-05,0.259977,0.043263,0.000428,0.973869
20190701,0.017197698694493425,0.017142361762189983,5.533693230344105e-05,0.228652,0.017401,0.000523,0.992662
20190703,0.04534287266834594,0.04533777251864566,5.100149700283204e-06,0.054859,-0.014458,0.000048,1.021494
20190704,0.041841347518020364,0.04183694913050704,4.398387513323534e-06,0.063679,-0.005842,0.000146,1.019744
20190629,0.05281927521867921,0.05280444235233095,1.4832866348264258e-05,0.119296,-0.007258,0.000864,1.082253
20190708,0.017541909563549268,0.01746780469309696,7.41048704523099e-05,0.246135,0.036763,0.000275,0.966353
20190713,0.019158345960289754,0.01913753725735306,2.0808702936694693e-05,0.143994,0.002666,0.000180,1.000334
20190717,0.11881680540812893,0.1188084700352183,8.335372910628633e-06,0.038968,-0.026109,0.000010,1.084478
20190714,0.026536446200665267,0.026509647712366493,2.679848829877582e-05,0.162438,0.006368,0.000262,1.003024
20190711,0.04268356855885839,0.04267225194452802,1.1316614330368893e-05,0.098240,-0.012549,0.000952,1.036601
20190706,0.01580533953635738,0.0157639851161001,4.135442025728056e-05,0.192384,0.020807,0.000365,0.968170
20190718,0.08143464494196324,0.08142243175481258,1.2213187150662617e-05,0.053920,-0.030505,0.000071,1.068865
20190712,0.024207881764684497,0.0241743751658367,3.3506598847798316e-05,0.180718,0.009155,0.000308,1.016553
20190715,0.066970529244466,0.06696220342809901,8.325816366988957e-06,0.086216,-0.009427,0.000200,1.059474
20190719,0.08936116061074649,0.08934294489507619,1.8215715670303084e-05,0.084160,-0.033366,0.000010,1.103748
20190709,0.024280680787445177,0.02425465245472533,2.6028332719848382e-05,0.152324,0.016792,0.000246,1.015956
20190710,0.03109316185256899,0.03108312454104757,1.0037311521416145e-05,0.098236,0.006213,0.000099,1.037192
20190716,0.05239158734052318,0.05238675563096456,4.831709558626893e-06,0.044165,-0.016973,0.000054,1.053299
20190722,0.050166254706896875,0.05015554234200913,1.0712364887745046e-05,0.082757,-0.019534,0.000693,1.036515
20190723,0.05991921615112141,0.059902912823692506,1.6303327428908405e-05,0.113180,-0.018490,0.000865,1.044641
20190720,0.05835479712316412,0.058338624471104154,1.6172652059965708e-05,0.107630,-0.021340,0.000586,1.075425
20190721,0.08798827912540545,0.08797277403912425,1.5505086281209473e-05,0.056899,-0.035024,0.000095,1.066973
20190724,0.048668225247220594,0.048640037888950736,2.8187358269853986e-05,0.166605,0.006528,0.000200,1.051090
20190725,0.048221170133869895,0.04821340996657991,7.760167289981918e-06,0.073934,-0.015054,0.000526,1.052924
20190726,0.014981950664539709,0.014898489980132292,8.346068440741613e-05,0.268202,0.033953,0.000010,1.013633
20190727,0.016397036408007784,0.016285221633163753,0.00011181477484403161,0.304006,0.044030,0.000298,0.982769
20190730,0.020980926863049105,0.02095082599207736,3.010087097174293e-05,0.171084,0.009063,0.000311,0.976032
20190801,0.022079080465551546,0.02206800668629144,1.1073779260104175e-05,0.105104,0.001642,0.000010,0.955860
20190728,0.021624278218092142,0.021573127906847765,5.115031124437659e-05,0.213622,0.023394,0.000656,0.997656
20190731,0.026468575700408125,0.026455075561433544,1.3500138974583041e-05,0.116005,-0.002053,0.000084,0.977006
20190822,0.016202060421948404,0.016123596999477706,7.846342247069823e-05,0.251152,0.038854,0.001702,0.895818
20190729,0.012254661830163565,0.012180088806024673,7.457302413889118e-05,0.259853,0.026439,0.000768,0.971018
20190803,0.01834491615541643,0.018264665142939663,8.025101247676669e-05,0.251835,0.040920,0.000924,0.945488
20190802,0.016927096159355302,0.01686806276207571,5.903339727958985e-05,0.223751,0.029948,0.000010,0.968994
20190814,0.018956708366273594,0.0189398578060345,1.6850560239093804e-05,0.126042,0.009803,0.000178,0.909314
20190815,0.05243898138538966,0.05243429024151974,4.6911438699170975e-06,0.039550,-0.017683,0.000025,0.976822
20190813,0.03527839204343679,0.03517058271767192,0.00010780932576486931,0.289131,0.049109,0.000979,0.903763
20190810,0.020649069482158503,0.020572481005722575,7.658847643592648e-05,0.254411,0.034433,0.000265,0.964506
20190806,0.033426238761795846,0.033419353838352754,6.8849234430916155e-06,0.079678,-0.006893,0.000782,1.026416
20190808,0.01720645984446294,0.017134792751935763,7.166709252717794e-05,0.246734,0.032848,0.000010,0.978080
20190805,0.04211989240181945,0.04211378527582602,6.107125993430936e-06,0.062823,-0.014698,0.000053,1.017107
20190818,0.02480880976500319,0.024786668485730072,2.2141279273116677e-05,0.148163,0.003877,0.000622,0.939944
20190819,0.018872722154440563,0.01882526023243249,4.746192200807331e-05,0.206252,0.022185,0.000010,0.931485
20190817,0.029323685079758747,0.029313594826589216,1.0090253169529921e-05,0.099994,-0.003021,0.000051,0.954997
20190809,0.023208376981964953,0.023115621663163284,9.275531880166847e-05,0.263988,0.047924,0.000993,0.948862
20190804,0.013139967884723323,0.013097815922735264,4.215196198805996e-05,0.193925,0.021249,0.000549,0.937074
20190816,0.013583065088895977,0.013551835701275225,3.122938762075296e-05,0.169136,0.016064,0.000646,0.919187
20190820,0.0253205347422979,0.025229691915532447,9.084282676545182e-05,0.284311,0.031488,0.000973,0.910582
20190811,0.03129400475464579,0.0311977399245968,9.626483004898983e-05,0.282064,0.040804,0.000743,0.942495
20190821,0.018458872256520265,0.018396386716963396,6.248553955686888e-05,0.229225,0.031427,0.000805,0.888727
20190823,0.018296932454099805,0.0182560617867141,4.087066738570457e-05,0.186028,0.025029,0.000010,0.876180
20190826,0.017094193074743,0.017089402785983636,4.79028875936549e-06,0.069012,-0.001661,0.000010,0.857338
20190825,0.017644996591958503,0.01763680329514361,8.193296814891456e-06,0.088577,-0.005883,0.000115,0.847652
20190824,0.03058024212626801,0.03051911405494682,6.112807132118969e-05,0.231795,0.026434,0.002029,0.873905
