cost,rmse,penalty,NU,SIGMA,THETA
0.391113,0.391113,0.000000,0.010000,0.610503,-0.600000
0.391113,0.391113,0.000000,0.010000,0.610503,-0.600000
0.391113,0.391113,0.000000,0.010000,0.610503,-0.600000
0.391113,0.391113,0.000000,0.010000,0.610503,-0.600000
0.576331,0.576331,0.000000,0.000000,1.562835,-0.600669
0.064566,0.064566,0.000000,0.005843,1.006429,-0.600278
0.064566,0.064566,0.000000,0.005843,1.006429,-0.600278
0.064566,0.064566,0.000000,0.005843,1.006429,-0.600278
0.064566,0.064566,0.000000,0.005843,1.006429,-0.600278
0.060336,0.060336,0.000000,0.000000,0.971015,-0.600375
0.060336,0.060336,0.000000,0.000000,0.971015,-0.600375
0.060336,0.060336,0.000000,0.000000,0.971015,-0.600375
0.060336,0.060336,0.000000,0.000000,0.971015,-0.600375
0.057697,0.057697,0.000000,0.000000,0.994575,-0.601369
0.057697,0.057697,0.000000,0.000000,0.994575,-0.601369
0.057697,0.057697,0.000000,0.000000,0.994575,-0.601369
0.057697,0.057697,0.000000,0.000000,0.994575,-0.601369
0.179980,0.179980,0.000000,0.000000,1.159946,-0.853966
0.066037,0.066037,0.000000,0.000000,1.021938,-0.643164
0.058837,0.058837,0.000000,0.000000,1.002038,-0.612767
0.057992,0.057992,0.000000,0.000000,0.997207,-0.605388
0.057796,0.057796,0.000000,0.000000,0.995582,-0.602907
0.057734,0.057734,0.000000,0.000000,0.994972,-0.601975
0.057711,0.057711,0.000000,0.000000,0.994734,-0.601610
0.057702,0.057702,0.000000,0.000000,0.994639,-0.601465
0.057699,0.057699,0.000000,0.000000,0.994601,-0.601407
0.057698,0.057698,0.000000,0.000000,0.994586,-0.601384
0.057697,0.057697,0.000000,0.000000,0.994579,-0.601375
