cost,rmse,penalty,NU,SIGMA,THETA
0.406273,0.406273,0.000000,0.010000,0.610503,-0.600000
0.406273,0.406273,0.000000,0.010000,0.610503,-0.600000
0.406273,0.406273,0.000000,0.010000,0.610503,-0.600000
0.406273,0.406273,0.000000,0.010000,0.610503,-0.600000
0.566153,0.566153,0.000000,0.000000,1.573722,-0.601051
0.038750,0.038750,0.000000,0.005731,1.021744,-0.600449
0.038750,0.038750,0.000000,0.005731,1.021744,-0.600449
0.038750,0.038750,0.000000,0.005731,1.021744,-0.600449
0.038750,0.038750,0.000000,0.005731,1.021744,-0.600449
0.030529,0.030529,0.000000,0.000000,0.995813,-0.600615
0.030529,0.030529,0.000000,0.000000,0.995813,-0.600615
0.030529,0.030529,0.000000,0.000000,0.995813,-0.600615
0.030529,0.030529,0.000000,0.000000,0.995813,-0.600615
0.028147,0.028147,0.000000,0.000000,1.012286,-0.595428
0.028147,0.028147,0.000000,0.000000,1.012286,-0.595428
0.028147,0.028147,0.000000,0.000000,1.012286,-0.595428
0.028147,0.028147,0.000000,0.000000,1.012286,-0.595428
0.028495,0.028495,0.000000,0.000000,1.014263,-0.642449
0.028290,0.028290,0.000000,0.000000,1.013194,-0.617022
0.028210,0.028210,0.000000,0.000000,1.012707,-0.605429
0.028175,0.028175,0.000000,0.000000,1.012482,-0.600079
0.028160,0.028160,0.000000,0.000000,1.012377,-0.597594
0.028153,0.028153,0.000000,0.000000,1.012329,-0.596438
0.028150,0.028150,0.000000,0.000000,1.012306,-0.595899
0.028148,0.028148,0.000000,0.000000,1.012295,-0.595648
0.028148,0.028148,0.000000,0.000000,1.012290,-0.595530
0.028147,0.028147,0.000000,0.000000,1.012288,-0.595476
0.028147,0.028147,0.000000,0.000000,1.012287,-0.595450
