cost,rmse,penalty,NU,SIGMA,THETA
0.292529,0.292529,0.000000,0.010000,0.610503,-0.600000
0.292529,0.292529,0.000000,0.010000,0.610503,-0.600000
0.292529,0.292529,0.000000,0.010000,0.610503,-0.600000
0.292529,0.292529,0.000000,0.010000,0.610503,-0.600000
0.682232,0.682232,0.000000,0.000000,1.572200,-0.602404
0.053855,0.053855,0.000000,0.006474,0.949596,-0.600848
0.053855,0.053855,0.000000,0.006474,0.949596,-0.600848
0.053855,0.053855,0.000000,0.006474,0.949596,-0.600848
0.053855,0.053855,0.000000,0.006474,0.949596,-0.600848
99.110045,99.110045,0.000000,0.924188,2.397231,-0.607167
0.126913,0.126913,0.000000,0.098245,1.094359,-0.601480
0.061712,0.061712,0.000000,0.032975,0.991399,-0.601030
0.050454,0.050454,0.000000,0.016888,0.966023,-0.600919
0.050454,0.050454,0.000000,0.016888,0.966023,-0.600919
0.050454,0.050454,0.000000,0.016888,0.966023,-0.600919
0.050454,0.050454,0.000000,0.016888,0.966023,-0.600919
0.133708,0.133708,0.000000,0.016385,0.783594,-0.607522
0.029596,0.029596,0.000000,0.016727,0.907663,-0.603031
0.029596,0.029596,0.000000,0.016727,0.907663,-0.603031
0.029596,0.029596,0.000000,0.016727,0.907663,-0.603031
0.029596,0.029596,0.000000,0.016727,0.907663,-0.603031
0.026868,0.026868,0.000000,0.015084,0.924840,-0.607235
0.026868,0.026868,0.000000,0.015084,0.924840,-0.607235
0.026868,0.026868,0.000000,0.015084,0.924840,-0.607235
0.026868,0.026868,0.000000,0.015084,0.924840,-0.607235
0.026154,0.026154,0.000000,0.014301,0.917458,-0.611763
0.026154,0.026154,0.000000,0.014301,0.917458,-0.611763
0.026154,0.026154,0.000000,0.014301,0.917458,-0.611763
0.026154,0.026154,0.000000,0.014301,0.917458,-0.611763
0.026114,0.026114,0.000000,0.014124,0.917373,-0.618047
0.026114,0.026114,0.000000,0.014124,0.917373,-0.618047
0.026114,0.026114,0.000000,0.014124,0.917373,-0.618047
0.026114,0.026114,0.000000,0.014124,0.917373,-0.618047
0.025823,0.025823,0.000000,0.013786,0.917476,-0.670504
0.025823,0.025823,0.000000,0.013786,0.917476,-0.670504
0.025823,0.025823,0.000000,0.013786,0.917476,-0.670504
0.025823,0.025823,0.000000,0.013786,0.917476,-0.670504
0.024419,0.024419,0.000000,0.013327,0.918947,-1.002897
0.024419,0.024419,0.000000,0.013327,0.918947,-1.002897
0.024419,0.024419,0.000000,0.013327,0.918947,-1.002897
0.024419,0.024419,0.000000,0.013327,0.918947,-1.002897
0.023519,0.023519,0.000000,0.013760,0.919108,-1.486884
0.023519,0.023519,0.000000,0.013760,0.919108,-1.486884
0.023519,0.023519,0.000000,0.013760,0.919108,-1.486884
0.023519,0.023519,0.000000,0.013760,0.919108,-1.486884
0.023059,0.023059,0.000000,0.013671,0.914826,-1.497651
0.023059,0.023059,0.000000,0.013671,0.914826,-1.497651
0.023059,0.023059,0.000000,0.013671,0.914826,-1.497651
0.023059,0.023059,0.000000,0.013671,0.914826,-1.497651
0.022983,0.022983,0.000000,0.013999,0.913435,-1.588512
0.022983,0.022983,0.000000,0.013999,0.913435,-1.588512
0.022983,0.022983,0.000000,0.013999,0.913435,-1.588512
0.022983,0.022983,0.000000,0.013999,0.913435,-1.588512
