cost,rmse,penalty,NU,SIGMA,THETA
0.118078,0.118078,0.000000,0.010000,0.610503,-0.600000
0.118078,0.118078,0.000000,0.010000,0.610503,-0.600000
0.118078,0.118078,0.000000,0.010000,0.610503,-0.600000
0.118078,0.118078,0.000000,0.010000,0.610503,-0.600000
0.065873,0.065873,0.000000,0.581393,0.956958,-0.599880
0.065873,0.065873,0.000000,0.581393,0.956958,-0.599880
0.065873,0.065873,0.000000,0.581393,0.956958,-0.599880
0.065873,0.065873,0.000000,0.581393,0.956958,-0.599880
0.164360,0.164360,0.000000,0.721392,0.722050,-0.639101
0.062656,0.062656,0.000000,0.615331,0.900012,-0.609388
0.062656,0.062656,0.000000,0.615331,0.900012,-0.609388
0.062656,0.062656,0.000000,0.615331,0.900012,-0.609388
0.062656,0.062656,0.000000,0.615331,0.900012,-0.609388
0.056971,0.056971,0.000000,0.560984,0.910178,-0.589720
0.056971,0.056971,0.000000,0.560984,0.910178,-0.589720
0.056971,0.056971,0.000000,0.560984,0.910178,-0.589720
0.056971,0.056971,0.000000,0.560984,0.910178,-0.589720
0.053170,0.053170,0.000000,0.470423,0.893930,-0.551979
0.053170,0.053170,0.000000,0.470423,0.893930,-0.551979
0.053170,0.053170,0.000000,0.470423,0.893930,-0.551979
0.053170,0.053170,0.000000,0.470423,0.893930,-0.551979
0.054531,0.054531,0.000000,0.205407,0.817161,-0.431229
0.048951,0.048951,0.000000,0.351117,0.859370,-0.497619
0.048951,0.048951,0.000000,0.351117,0.859370,-0.497619
0.048951,0.048951,0.000000,0.351117,0.859370,-0.497619
0.048951,0.048951,0.000000,0.351117,0.859370,-0.497619
0.047517,0.047517,0.000000,0.193884,0.789783,-0.390520
0.047517,0.047517,0.000000,0.193884,0.789783,-0.390520
0.047517,0.047517,0.000000,0.193884,0.789783,-0.390520
0.047517,0.047517,0.000000,0.193884,0.789783,-0.390520
0.042886,0.042886,0.000000,0.286879,0.801305,-0.401455
0.042886,0.042886,0.000000,0.286879,0.801305,-0.401455
0.042886,0.042886,0.000000,0.286879,0.801305,-0.401455
0.042886,0.042886,0.000000,0.286879,0.801305,-0.401455
0.042618,0.042618,0.000000,0.273220,0.799754,-0.397006
0.042618,0.042618,0.000000,0.273220,0.799754,-0.397006
0.042618,0.042618,0.000000,0.273220,0.799754,-0.397006
0.042618,0.042618,0.000000,0.273220,0.799754,-0.397006
0.042582,0.042582,0.000000,0.261194,0.795385,-0.388320
0.042582,0.042582,0.000000,0.261194,0.795385,-0.388320
0.042582,0.042582,0.000000,0.261194,0.795385,-0.388320
0.042582,0.042582,0.000000,0.261194,0.795385,-0.388320
0.042579,0.042579,0.000000,0.263796,0.796487,-0.389812
0.042579,0.042579,0.000000,0.263796,0.796487,-0.389812
0.042579,0.042579,0.000000,0.263796,0.796487,-0.389812
0.042579,0.042579,0.000000,0.263796,0.796487,-0.389812
