cost,rmse,penalty,NU,SIGMA,THETA
0.110986,0.110986,0.000000,0.010000,0.610503,-0.600000
0.110986,0.110986,0.000000,0.010000,0.610503,-0.600000
0.110986,0.110986,0.000000,0.010000,0.610503,-0.600000
0.110986,0.110986,0.000000,0.010000,0.610503,-0.600000
0.068562,0.068562,0.000000,0.605430,0.890779,-0.599992
0.076329,0.076329,0.000000,0.340045,0.765859,-0.599996
0.076329,0.076329,0.000000,0.340045,0.765859,-0.599996
0.076328,0.076328,0.000000,0.340045,0.765859,-0.599996
0.076329,0.076329,0.000000,0.340045,0.765859,-0.599996
0.323412,0.323412,0.000000,0.526339,1.442025,-0.556169
0.087073,0.087073,0.000000,0.390043,0.947328,-0.588234
0.056442,0.056442,0.000000,0.361977,0.845462,-0.594836
0.056442,0.056442,0.000000,0.361977,0.845462,-0.594836
0.056442,0.056442,0.000000,0.361977,0.845462,-0.594836
0.056442,0.056442,0.000000,0.361977,0.845462,-0.594836
0.055250,0.055250,0.000000,0.351270,0.843022,-0.563628
0.055250,0.055250,0.000000,0.351270,0.843022,-0.563628
0.055250,0.055250,0.000000,0.351270,0.843022,-0.563628
0.055250,0.055250,0.000000,0.351270,0.843022,-0.563628
0.051618,0.051618,0.000000,0.273687,0.802333,-0.393420
0.051618,0.051618,0.000000,0.273687,0.802333,-0.393420
0.051618,0.051618,0.000000,0.273687,0.802333,-0.393420
0.051618,0.051618,0.000000,0.273687,0.802333,-0.393420
0.051360,0.051360,0.000000,0.250730,0.789744,-0.370821
0.051360,0.051360,0.000000,0.250730,0.789744,-0.370821
0.051360,0.051360,0.000000,0.250730,0.789744,-0.370821
0.051360,0.051360,0.000000,0.250730,0.789744,-0.370821
0.051290,0.051290,0.000000,0.241325,0.787116,-0.372503
0.051290,0.051290,0.000000,0.241325,0.787116,-0.372503
0.051290,0.051290,0.000000,0.241325,0.787116,-0.372503
0.051290,0.051290,0.000000,0.241325,0.787116,-0.372503
0.051255,0.051255,0.000000,0.239269,0.787819,-0.387074
0.051255,0.051255,0.000000,0.239269,0.787819,-0.387074
0.051255,0.051255,0.000000,0.239269,0.787819,-0.387074
0.051255,0.051255,0.000000,0.239269,0.787819,-0.387074
0.051253,0.051253,0.000000,0.240464,0.788680,-0.392691
0.051253,0.051253,0.000000,0.240464,0.788680,-0.392691
0.051253,0.051253,0.000000,0.240464,0.788680,-0.392691
0.051253,0.051253,0.000000,0.240464,0.788680,-0.392691
