cost,rmse,penalty,NU,SIGMA,THETA
0.134527,0.134527,0.000000,0.010000,0.610503,-0.600000
0.134527,0.134527,0.000000,0.010000,0.610503,-0.600000
0.134527,0.134527,0.000000,0.010000,0.610503,-0.600000
0.134527,0.134527,0.000000,0.010000,0.610503,-0.600000
0.836053,0.836053,0.000000,0.000000,1.571691,-0.601754
0.137763,0.137763,0.000000,0.007148,0.884651,-0.600500
0.016605,0.016605,0.000000,0.008591,0.745927,-0.600247
0.016605,0.016605,0.000000,0.008591,0.745927,-0.600247
0.016605,0.016605,0.000000,0.008591,0.745928,-0.600247
0.016605,0.016605,0.000000,0.008591,0.745927,-0.600247
0.021910,0.021910,0.000000,0.000000,0.754064,-0.600219
0.014129,0.014129,0.000000,0.005672,0.748692,-0.600237
0.014129,0.014129,0.000000,0.005672,0.748692,-0.600237
0.014129,0.014129,0.000000,0.005672,0.748692,-0.600237
0.014129,0.014129,0.000000,0.005672,0.748692,-0.600237
0.012603,0.012603,0.000000,0.000000,0.732474,-0.600634
0.012603,0.012603,0.000000,0.000000,0.732474,-0.600634
0.012603,0.012603,0.000000,0.000000,0.732474,-0.600634
0.012603,0.012603,0.000000,0.000000,0.732474,-0.600633
0.011173,0.011173,0.000000,0.002863,0.737599,-0.621809
0.011173,0.011173,0.000000,0.002863,0.737599,-0.621809
0.011173,0.011173,0.000000,0.002863,0.737599,-0.621809
0.011173,0.011173,0.000000,0.002863,0.737599,-0.621808
0.013949,0.013949,0.000000,0.001775,0.747212,-0.636277
0.010878,0.010878,0.000000,0.002602,0.739904,-0.625278
0.010878,0.010878,0.000000,0.002602,0.739904,-0.625278
0.010878,0.010878,0.000000,0.002602,0.739904,-0.625278
0.010878,0.010878,0.000000,0.002602,0.739904,-0.625278
0.010844,0.010844,0.000000,0.002062,0.738803,-0.628796
0.010844,0.010844,0.000000,0.002062,0.738803,-0.628796
0.010844,0.010844,0.000000,0.002062,0.738803,-0.628796
0.010844,0.010844,0.000000,0.002062,0.738803,-0.628796
0.010837,0.010837,0.000000,0.002231,0.739064,-0.628352
0.010837,0.010837,0.000000,0.002231,0.739064,-0.628352
0.010837,0.010837,0.000000,0.002231,0.739064,-0.628352
0.010837,0.010837,0.000000,0.002231,0.739064,-0.628352
