cost,rmse,penalty,NU,SIGMA,THETA
0.339521,0.339521,0.000000,0.010000,0.610503,-0.600000
0.339521,0.339521,0.000000,0.010000,0.610503,-0.600000
0.339521,0.339521,0.000000,0.010000,0.610503,-0.600000
0.339521,0.339521,0.000000,0.010000,0.610503,-0.600000
0.637633,0.637633,0.000000,0.000000,1.577123,-0.601111
0.037619,0.037619,0.000000,0.006202,0.977672,-0.600422
0.037619,0.037619,0.000000,0.006202,0.977672,-0.600422
0.037619,0.037619,0.000000,0.006202,0.977672,-0.600422
0.037619,0.037619,0.000000,0.006202,0.977672,-0.600422
0.122512,0.122512,0.000000,0.000000,0.820015,-0.601663
0.029291,0.029291,0.000000,0.004490,0.934173,-0.600764
0.029291,0.029291,0.000000,0.004490,0.934173,-0.600764
0.029291,0.029291,0.000000,0.004490,0.934173,-0.600764
0.029291,0.029291,0.000000,0.004490,0.934173,-0.600764
0.024976,0.024976,0.000000,0.000000,0.943398,-0.600950
0.024976,0.024976,0.000000,0.000000,0.943398,-0.600950
0.024976,0.024976,0.000000,0.000000,0.943399,-0.600950
0.024976,0.024976,0.000000,0.000000,0.943398,-0.600950
0.126645,0.126645,0.000000,0.050900,1.105607,-0.581075
0.028048,0.028048,0.000000,0.005090,0.959619,-0.598962
0.024910,0.024910,0.000000,0.000509,0.945021,-0.600751
0.024909,0.024909,0.000000,0.000509,0.945021,-0.600751
0.024910,0.024910,0.000000,0.000509,0.945021,-0.600751
0.024910,0.024910,0.000000,0.000509,0.945021,-0.600751
0.028719,0.028719,0.000000,0.007115,0.958449,-0.616542
0.024821,0.024821,0.000000,0.001446,0.946925,-0.602990
0.024821,0.024821,0.000000,0.001446,0.946925,-0.602990
0.024821,0.024821,0.000000,0.001446,0.946925,-0.602990
0.024821,0.024821,0.000000,0.001446,0.946925,-0.602990
0.036539,0.036539,0.000000,0.001754,0.916149,-0.600759
0.024487,0.024487,0.000000,0.001493,0.942205,-0.602648
0.024487,0.024487,0.000000,0.001493,0.942205,-0.602648
0.024487,0.024487,0.000000,0.001493,0.942205,-0.602648
0.024487,0.024487,0.000000,0.001493,0.942205,-0.602648
0.024476,0.024476,0.000000,0.001380,0.942670,-0.602443
0.024476,0.024476,0.000000,0.001380,0.942670,-0.602443
0.024476,0.024476,0.000000,0.001380,0.942670,-0.602443
0.024476,0.024476,0.000000,0.001380,0.942670,-0.602443
