cost,rmse,penalty,NU,SIGMA,THETA
0.206762,0.206762,0.000000,0.010000,0.610503,-0.600000
0.206762,0.206762,0.000000,0.010000,0.610503,-0.600000
0.206762,0.206762,0.000000,0.010000,0.610503,-0.600000
0.206762,0.206762,0.000000,0.010000,0.610503,-0.600000
0.555139,0.555139,0.000000,0.000000,1.306265,-0.602766
0.136892,0.136892,0.000000,0.007049,0.815852,-0.600816
0.136892,0.136892,0.000000,0.007049,0.815852,-0.600816
0.136892,0.136892,0.000000,0.007049,0.815852,-0.600816
0.136892,0.136892,0.000000,0.007049,0.815852,-0.600816
0.100151,0.100151,0.000000,0.000000,0.761165,-0.600756
0.100152,0.100152,0.000000,0.000000,0.761165,-0.600756
0.100151,0.100151,0.000000,0.000000,0.761165,-0.600756
0.100151,0.100151,0.000000,0.000000,0.761165,-0.600756
0.251280,0.251280,0.000000,0.000000,0.530290,-1.021304
0.117804,0.117804,0.000000,0.000000,0.698434,-0.715022
0.102603,0.102603,0.000000,0.000000,0.738122,-0.642728
0.100588,0.100588,0.000000,0.000000,0.751028,-0.619221
0.100231,0.100231,0.000000,0.000000,0.756362,-0.609505
0.100161,0.100161,0.000000,0.000000,0.758813,-0.605040
0.100149,0.100149,0.000000,0.000000,0.759995,-0.602887
0.100149,0.100149,0.000000,0.000000,0.760579,-0.601824
0.100150,0.100150,0.000000,0.000000,0.760870,-0.601293
0.100150,0.100150,0.000000,0.000000,0.761016,-0.601027
0.100151,0.100151,0.000000,0.000000,0.761090,-0.600893
