cost,rmse,penalty,LAMBDA,MU_Y,SIGMA_Y,SIGMA
0.192793,0.092793,0.100000,0.010000,0.000000,1.000000,0.612859
0.192793,0.092793,0.100000,0.010000,0.000000,1.000000,0.612859
0.192793,0.092793,0.100000,0.010000,0.000000,1.000000,0.612859
0.192793,0.092793,0.100000,0.010000,0.000000,1.000000,0.612859
0.192793,0.092793,0.100000,0.010000,0.000000,1.000000,0.612859
0.173811,0.109385,0.064426,0.174809,0.001815,0.802467,0.655741
0.173811,0.109385,0.064426,0.174809,0.001815,0.802467,0.655741
0.173811,0.109385,0.064426,0.174809,0.001815,0.802467,0.655741
0.173811,0.109385,0.064426,0.174809,0.001815,0.802467,0.655741
0.173811,0.109385,0.064426,0.174809,0.001815,0.802467,0.655741
0.248911,0.248324,0.000587,0.766230,0.002387,0.000010,0.390750
0.102024,0.078083,0.023941,0.406867,0.002039,0.487603,0.551765
0.102024,0.078083,0.023941,0.406867,0.002039,0.487603,0.551765
0.102024,0.078083,0.023941,0.406867,0.002039,0.487603,0.551765
0.102024,0.078083,0.023941,0.406867,0.002039,0.487603,0.551765
0.102024,0.078083,0.023941,0.406867,0.002039,0.487603,0.551765
0.097759,0.078210,0.019549,0.455039,0.038196,0.439632,0.555325
0.097759,0.078210,0.019549,0.455039,0.038196,0.439632,0.555325
0.097759,0.078210,0.019549,0.455039,0.038196,0.439632,0.555325
0.097759,0.078210,0.019549,0.455039,0.038196,0.439632,0.555325
0.097759,0.078210,0.019549,0.455039,0.038196,0.439632,0.555325
0.086170,0.074472,0.011698,0.639583,0.247644,0.326741,0.569146
0.086170,0.074472,0.011698,0.639583,0.247644,0.326741,0.569146
0.086170,0.074472,0.011698,0.639583,0.247644,0.326741,0.569146
0.086170,0.074472,0.011698,0.639583,0.247644,0.326741,0.569146
0.086170,0.074472,0.011698,0.639583,0.247644,0.326741,0.569146
0.103122,0.098252,0.004869,1.018228,0.539789,0.095860,0.526936
0.081133,0.072641,0.008493,0.746305,0.329986,0.261667,0.557249
0.081133,0.072641,0.008493,0.746305,0.329986,0.261667,0.557249
0.081133,0.072641,0.008493,0.746305,0.329986,0.261667,0.557249
0.081133,0.072641,0.008493,0.746305,0.329986,0.261667,0.557249
0.081133,0.072641,0.008493,0.746305,0.329986,0.261667,0.557249
0.068824,0.064424,0.004400,1.058307,0.475306,0.101013,0.486163
0.068824,0.064424,0.004400,1.058307,0.475306,0.101013,0.486163
0.068824,0.064424,0.004400,1.058307,0.475306,0.101013,0.486163
0.068824,0.064424,0.004400,1.058307,0.475306,0.101013,0.486163
0.068824,0.064424,0.004400,1.058307,0.475306,0.101013,0.486163
0.082358,0.078565,0.003794,1.171560,0.406078,0.087873,0.416662
0.064008,0.059829,0.004179,1.096299,0.452082,0.096605,0.462848
0.064008,0.059829,0.004179,1.096299,0.452082,0.096605,0.462848
0.064008,0.059829,0.004179,1.096299,0.452082,0.096605,0.462848
0.064008,0.059829,0.004179,1.096299,0.452082,0.096605,0.462848
0.064008,0.059829,0.004179,1.096299,0.452082,0.096605,0.462848
0.059253,0.053954,0.005299,1.262234,0.510541,0.104841,0.393230
0.059253,0.053954,0.005299,1.262234,0.510541,0.104841,0.393230
0.059253,0.053954,0.005299,1.262234,0.510541,0.104841,0.393230
0.059253,0.053954,0.005299,1.262234,0.510541,0.104841,0.393230
0.059253,0.053954,0.005299,1.262234,0.510541,0.104841,0.393230
0.057121,0.050911,0.006210,1.177273,0.480716,0.158540,0.410642
0.057121,0.050911,0.006210,1.177273,0.480716,0.158540,0.410642
0.057121,0.050911,0.006210,1.177273,0.480716,0.158540,0.410642
0.057121,0.050911,0.006210,1.177273,0.480716,0.158540,0.410642
0.057121,0.050911,0.006210,1.177273,0.480716,0.158540,0.410642
0.056789,0.047634,0.009155,1.117337,0.468423,0.239006,0.411926
0.056789,0.047634,0.009155,1.117337,0.468423,0.239006,0.411926
0.056789,0.047634,0.009155,1.117337,0.468423,0.239006,0.411926
0.056789,0.047634,0.009155,1.117337,0.468423,0.239006,0.411926
0.056789,0.047634,0.009155,1.117337,0.468423,0.239006,0.411926
0.056368,0.048567,0.007801,1.130815,0.471104,0.207426,0.412242
0.056368,0.048567,0.007801,1.130815,0.471104,0.207426,0.412242
0.056368,0.048567,0.007801,1.130815,0.471104,0.207426,0.412242
0.056368,0.048567,0.007801,1.130815,0.471104,0.207426,0.412242
0.056368,0.048567,0.007801,1.130815,0.471104,0.207426,0.412242
0.056285,0.048043,0.008242,1.111946,0.467820,0.219485,0.414514
0.056285,0.048043,0.008242,1.111946,0.467820,0.219485,0.414514
0.056285,0.048043,0.008242,1.111946,0.467820,0.219485,0.414514
0.056285,0.048043,0.008242,1.111946,0.467820,0.219485,0.414514
0.056285,0.048043,0.008242,1.111946,0.467820,0.219485,0.414514
0.056222,0.047349,0.008873,1.082979,0.464017,0.235532,0.416814
0.056222,0.047349,0.008873,1.082979,0.464017,0.235532,0.416814
0.056222,0.047349,0.008873,1.082979,0.464017,0.235532,0.416814
0.056222,0.047349,0.008873,1.082979,0.464017,0.235532,0.416814
0.056222,0.047349,0.008873,1.082979,0.464017,0.235532,0.416814
0.056203,0.047218,0.008985,1.071604,0.464215,0.238359,0.417638
0.056203,0.047218,0.008985,1.071604,0.464215,0.238359,0.417638
0.056203,0.047218,0.008985,1.071604,0.464215,0.238359,0.417638
0.056203,0.047218,0.008985,1.071604,0.464215,0.238359,0.417638
0.056203,0.047218,0.008985,1.071604,0.464215,0.238359,0.417638
0.056153,0.047043,0.009110,1.042654,0.468334,0.241441,0.419156
0.056153,0.047043,0.009110,1.042654,0.468334,0.241441,0.419156
0.056153,0.047043,0.009110,1.042654,0.468334,0.241441,0.419156
0.056153,0.047043,0.009110,1.042654,0.468334,0.241441,0.419156
0.056153,0.047043,0.009110,1.042654,0.468334,0.241441,0.419156
0.056074,0.047001,0.009073,1.003561,0.478995,0.240239,0.420632
0.056074,0.047001,0.009073,1.003561,0.478995,0.240239,0.420632
0.056074,0.047001,0.009073,1.003561,0.478995,0.240239,0.420632
0.056074,0.047001,0.009073,1.003561,0.478995,0.240239,0.420632
0.056074,0.047001,0.009073,1.003561,0.478995,0.240239,0.420632
0.055882,0.047302,0.008580,0.925135,0.511259,0.226053,0.422244
0.055882,0.047302,0.008580,0.925135,0.511259,0.226053,0.422244
0.055882,0.047302,0.008580,0.925135,0.511259,0.226053,0.422244
0.055882,0.047302,0.008580,0.925135,0.511259,0.226053,0.422244
0.055882,0.047302,0.008580,0.925135,0.511259,0.226053,0.422244
0.055372,0.048189,0.007183,0.818653,0.579665,0.177559,0.421356
0.055372,0.048189,0.007183,0.818653,0.579665,0.177559,0.421356
0.055372,0.048189,0.007183,0.818653,0.579665,0.177559,0.421356
0.055372,0.048189,0.007183,0.818653,0.579665,0.177559,0.421356
0.055372,0.048189,0.007183,0.818653,0.579665,0.177559,0.421356
0.054286,0.047658,0.006628,0.567593,0.794072,0.000010,0.411212
0.054286,0.047658,0.006628,0.567593,0.794072,0.000010,0.411212
0.054286,0.047658,0.006628,0.567593,0.794072,0.000010,0.411212
0.054286,0.047658,0.006628,0.567593,0.794072,0.000010,0.411212
0.054286,0.047658,0.006628,0.567593,0.794072,0.000010,0.411212
0.054460,0.048376,0.006084,0.623472,0.752588,0.017588,0.423229
0.054046,0.047669,0.006377,0.592038,0.775924,0.007700,0.416469
0.054046,0.047669,0.006377,0.592038,0.775924,0.007700,0.416469
0.054046,0.047669,0.006377,0.592038,0.775924,0.007700,0.416469
0.054046,0.047669,0.006377,0.592038,0.775924,0.007700,0.416469
0.054046,0.047669,0.006377,0.592038,0.775924,0.007700,0.416469
0.054656,0.048284,0.006373,0.499985,0.782492,0.000010,0.447834
0.053765,0.047392,0.006372,0.558832,0.778293,0.004926,0.427783
0.053765,0.047392,0.006372,0.558832,0.778293,0.004926,0.427783
0.053765,0.047392,0.006372,0.558832,0.778293,0.004926,0.427783
0.053765,0.047392,0.006372,0.558832,0.778293,0.004926,0.427783
0.053765,0.047392,0.006372,0.558832,0.778293,0.004926,0.427783
0.053727,0.047262,0.006466,0.551128,0.784978,0.000010,0.427949
0.053727,0.047262,0.006466,0.551128,0.784978,0.000010,0.427949
0.053727,0.047262,0.006466,0.551128,0.784978,0.000010,0.427949
0.053727,0.047262,0.006466,0.551128,0.784978,0.000010,0.427949
0.053727,0.047262,0.006466,0.551128,0.784978,0.000010,0.427949
0.053693,0.047113,0.006579,0.545043,0.792617,0.000010,0.427201
0.053693,0.047113,0.006579,0.545043,0.792617,0.000010,0.427201
0.053693,0.047113,0.006579,0.545043,0.792617,0.000010,0.427201
0.053693,0.047113,0.006579,0.545043,0.792617,0.000010,0.427201
0.053693,0.047113,0.006579,0.545043,0.792617,0.000010,0.427201
0.053607,0.046593,0.007014,0.512081,0.821686,0.000010,0.428382
0.053607,0.046593,0.007014,0.512081,0.821686,0.000010,0.428382
0.053607,0.046593,0.007014,0.512081,0.821686,0.000010,0.428382
0.053607,0.046593,0.007014,0.512081,0.821686,0.000010,0.428382
0.053607,0.046593,0.007014,0.512081,0.821686,0.000010,0.428382
0.053569,0.046276,0.007292,0.490713,0.839737,0.000010,0.431243
0.053569,0.046276,0.007292,0.490713,0.839737,0.000010,0.431243
0.053569,0.046276,0.007292,0.490713,0.839737,0.000010,0.431243
0.053569,0.046276,0.007292,0.490713,0.839737,0.000010,0.431243
0.053569,0.046276,0.007292,0.490713,0.839737,0.000010,0.431243
