cost,rmse,penalty,LAMBDA,MU_Y,SIGMA_Y,SIGMA
0.234037,0.134037,0.100000,0.010000,0.000000,1.000000,0.612859
0.234037,0.134037,0.100000,0.010000,0.000000,1.000000,0.612859
0.234037,0.134037,0.100000,0.010000,0.000000,1.000000,0.612859
0.234037,0.134037,0.100000,0.010000,0.000000,1.000000,0.612859
0.234037,0.134037,0.100000,0.010000,0.000000,1.000000,0.612859
0.800179,0.735355,0.064824,0.347326,0.003218,0.804384,1.403499
0.251754,0.162739,0.089014,0.107580,0.000931,0.943413,0.841571
0.172301,0.077475,0.094827,0.055226,0.000431,0.973773,0.718861
0.172301,0.077475,0.094827,0.055226,0.000431,0.973773,0.718861
0.172301,0.077475,0.094827,0.055226,0.000431,0.973773,0.718861
0.172301,0.077475,0.094827,0.055226,0.000431,0.973773,0.718861
0.172301,0.077475,0.094827,0.055226,0.000431,0.973773,0.718861
0.130451,0.070472,0.059979,0.161773,0.005319,0.774288,0.677721
0.130451,0.070472,0.059979,0.161773,0.005319,0.774288,0.677721
0.130451,0.070472,0.059979,0.161773,0.005319,0.774288,0.677721
0.130451,0.070472,0.059979,0.161773,0.005319,0.774288,0.677721
0.130451,0.070472,0.059979,0.161773,0.005319,0.774288,0.677721
0.102129,0.092420,0.009709,0.432746,0.058359,0.308022,0.644449
0.102129,0.092420,0.009709,0.432746,0.058359,0.308022,0.644449
0.102129,0.092420,0.009709,0.432746,0.058359,0.308022,0.644449
0.102129,0.092420,0.009709,0.432746,0.058359,0.308022,0.644449
0.102129,0.092420,0.009709,0.432746,0.058359,0.308022,0.644449
0.087192,0.076330,0.010862,0.377987,0.085252,0.326289,0.693637
0.087192,0.076330,0.010862,0.377987,0.085252,0.326289,0.693637
0.087192,0.076330,0.010862,0.377987,0.085252,0.326289,0.693637
0.087192,0.076330,0.010862,0.377987,0.085252,0.326289,0.693637
0.087192,0.076330,0.010862,0.377987,0.085252,0.326289,0.693637
0.084619,0.078280,0.006339,0.409183,0.121140,0.245460,0.704552
0.084619,0.078280,0.006339,0.409183,0.121140,0.245460,0.704552
0.084619,0.078280,0.006339,0.409183,0.121140,0.245460,0.704552
0.084619,0.078280,0.006339,0.409183,0.121140,0.245460,0.704552
0.084619,0.078280,0.006339,0.409183,0.121140,0.245460,0.704552
0.082069,0.080546,0.001523,0.479446,0.200227,0.094461,0.713631
0.082069,0.080546,0.001523,0.479446,0.200227,0.094461,0.713631
0.082069,0.080546,0.001523,0.479446,0.200227,0.094461,0.713631
0.082069,0.080546,0.001523,0.479446,0.200227,0.094461,0.713631
0.082069,0.080546,0.001523,0.479446,0.200227,0.094461,0.713631
0.081098,0.079996,0.001103,0.516230,0.239528,0.051249,0.708000
0.081098,0.079996,0.001103,0.516230,0.239528,0.051249,0.708000
0.081098,0.079996,0.001103,0.516230,0.239528,0.051249,0.708000
0.081098,0.079996,0.001103,0.516230,0.239528,0.051249,0.708000
0.081098,0.079996,0.001103,0.516230,0.239528,0.051249,0.708000
0.075992,0.074328,0.001664,0.604477,0.360380,0.000010,0.685472
0.075992,0.074328,0.001664,0.604477,0.360380,0.000010,0.685472
0.075992,0.074328,0.001664,0.604477,0.360380,0.000010,0.685472
0.075992,0.074328,0.001664,0.604477,0.360380,0.000010,0.685472
0.075992,0.074328,0.001664,0.604477,0.360380,0.000010,0.685472
0.068863,0.064295,0.004567,0.788910,0.628071,0.000010,0.616525
0.068863,0.064295,0.004567,0.788910,0.628071,0.000010,0.616525
0.068863,0.064295,0.004567,0.788910,0.628071,0.000010,0.616525
0.068863,0.064295,0.004567,0.788910,0.628071,0.000010,0.616525
0.068863,0.064295,0.004567,0.788910,0.628071,0.000010,0.616525
inf,inf,0.312872,1.088300,1.298037,1.717087,0.132293
0.071404,0.062954,0.008450,0.818849,0.695067,0.171718,0.568101
0.066452,0.061049,0.005402,0.800891,0.654882,0.068724,0.597147
0.066452,0.061049,0.005402,0.800891,0.654882,0.068724,0.597147
0.066452,0.061049,0.005402,0.800891,0.654882,0.068724,0.597147
0.066452,0.061049,0.005402,0.800891,0.654882,0.068724,0.597147
0.066452,0.061049,0.005402,0.800891,0.654882,0.068724,0.597147
0.068877,0.058195,0.010683,0.655323,0.457717,0.285624,0.590735
0.056933,0.050279,0.006654,0.731207,0.560498,0.172556,0.594077
0.056933,0.050279,0.006654,0.731207,0.560498,0.172556,0.594077
0.056933,0.050279,0.006654,0.731207,0.560498,0.172556,0.594077
0.056933,0.050279,0.006654,0.731207,0.560498,0.172556,0.594077
0.056933,0.050279,0.006654,0.731207,0.560498,0.172556,0.594077
0.055014,0.047753,0.007261,0.764215,0.596346,0.176654,0.575385
0.055014,0.047753,0.007261,0.764215,0.596346,0.176654,0.575385
0.055014,0.047753,0.007261,0.764215,0.596346,0.176654,0.575385
0.055014,0.047753,0.007261,0.764215,0.596346,0.176654,0.575385
0.055014,0.047753,0.007261,0.764215,0.596346,0.176654,0.575385
0.054180,0.047753,0.006427,0.813274,0.631786,0.133199,0.556790
0.054180,0.047753,0.006427,0.813274,0.631786,0.133199,0.556790
0.054180,0.047753,0.006427,0.813274,0.631786,0.133199,0.556790
0.054180,0.047753,0.006427,0.813274,0.631786,0.133199,0.556790
0.054180,0.047753,0.006427,0.813274,0.631786,0.133199,0.556790
0.053769,0.048038,0.005731,0.822987,0.629242,0.104618,0.556035
0.053769,0.048038,0.005731,0.822987,0.629242,0.104618,0.556035
0.053769,0.048038,0.005731,0.822987,0.629242,0.104618,0.556035
0.053769,0.048038,0.005731,0.822987,0.629242,0.104618,0.556035
0.053769,0.048038,0.005731,0.822987,0.629242,0.104618,0.556035
0.053563,0.048446,0.005117,0.840621,0.631740,0.064774,0.553328
0.053563,0.048446,0.005117,0.840621,0.631740,0.064774,0.553328
0.053563,0.048446,0.005117,0.840621,0.631740,0.064774,0.553328
0.053563,0.048446,0.005117,0.840621,0.631740,0.064774,0.553328
0.053563,0.048446,0.005117,0.840621,0.631740,0.064774,0.553328
0.053495,0.048642,0.004853,0.845753,0.627546,0.044684,0.553414
0.053495,0.048642,0.004853,0.845753,0.627546,0.044684,0.553414
0.053495,0.048642,0.004853,0.845753,0.627546,0.044684,0.553414
0.053495,0.048642,0.004853,0.845753,0.627546,0.044684,0.553414
0.053495,0.048642,0.004853,0.845753,0.627546,0.044684,0.553414
0.053472,0.048750,0.004722,0.855349,0.628793,0.019020,0.552325
0.053472,0.048750,0.004722,0.855349,0.628793,0.019020,0.552325
0.053472,0.048750,0.004722,0.855349,0.628793,0.019020,0.552325
0.053472,0.048750,0.004722,0.855349,0.628793,0.019020,0.552325
0.053472,0.048750,0.004722,0.855349,0.628793,0.019020,0.552325
0.053466,0.048772,0.004694,0.855269,0.627586,0.015358,0.552529
0.053466,0.048772,0.004694,0.855269,0.627586,0.015358,0.552529
0.053466,0.048772,0.004694,0.855269,0.627586,0.015358,0.552529
0.053466,0.048772,0.004694,0.855269,0.627586,0.015358,0.552529
0.053466,0.048772,0.004694,0.855269,0.627586,0.015358,0.552529
0.053463,0.048793,0.004670,0.856103,0.626942,0.008125,0.552537
0.053463,0.048793,0.004670,0.856103,0.626942,0.008125,0.552537
0.053463,0.048793,0.004670,0.856103,0.626942,0.008125,0.552537
0.053463,0.048793,0.004670,0.856103,0.626942,0.008125,0.552537
0.053463,0.048793,0.004670,0.856103,0.626942,0.008125,0.552537
0.053463,0.048797,0.004665,0.855743,0.626951,0.004836,0.552569
