cost,rmse,penalty,LAMBDA,MU_Y,SIGMA_Y,SIGMA
0.215443,0.115442,0.100000,0.010000,0.000000,1.000000,0.612859
0.215443,0.115442,0.100000,0.010000,0.000000,1.000000,0.612859
0.215443,0.115442,0.100000,0.010000,0.000000,1.000000,0.612859
0.215443,0.115442,0.100000,0.010000,0.000000,1.000000,0.612859
0.215443,0.115442,0.100000,0.010000,0.000000,1.000000,0.612859
0.983866,0.918905,0.064961,0.393760,0.003193,0.805022,1.590248
0.298435,0.209730,0.088705,0.124644,0.000954,0.941753,0.904842
0.122630,0.027256,0.095374,0.056095,0.000384,0.976581,0.730256
0.122630,0.027256,0.095374,0.056095,0.000384,0.976581,0.730256
0.122630,0.027256,0.095374,0.056095,0.000384,0.976581,0.730256
0.122630,0.027256,0.095374,0.056095,0.000384,0.976581,0.730256
0.122630,0.027256,0.095374,0.056095,0.000384,0.976581,0.730256
0.101489,0.041668,0.059821,0.078775,-0.002224,0.773397,0.673823
0.101489,0.041668,0.059821,0.078775,-0.002224,0.773397,0.673823
0.101489,0.041668,0.059821,0.078775,-0.002224,0.773397,0.673823
0.101489,0.041668,0.059821,0.078775,-0.002224,0.773397,0.673823
0.101489,0.041668,0.059821,0.078775,-0.002224,0.773397,0.673823
0.054868,0.027190,0.027678,0.061591,0.005518,0.526063,0.705081
0.054868,0.027190,0.027678,0.061591,0.005518,0.526063,0.705081
0.054868,0.027190,0.027678,0.061591,0.005518,0.526063,0.705081
0.054868,0.027190,0.027678,0.061591,0.005518,0.526063,0.705081
0.054868,0.027190,0.027678,0.061591,0.005518,0.526063,0.705081
0.057514,0.057513,0.000001,0.000010,0.008584,0.000010,0.782626
0.034177,0.026837,0.007340,0.031721,0.007006,0.270895,0.742695
0.034177,0.026837,0.007340,0.031721,0.007006,0.270895,0.742695
0.034177,0.026837,0.007340,0.031721,0.007006,0.270895,0.742695
0.034177,0.026837,0.007340,0.031721,0.007006,0.270895,0.742695
0.034177,0.026837,0.007340,0.031721,0.007006,0.270895,0.742695
0.023766,0.023754,0.000012,0.105589,0.011496,0.000010,0.723931
0.023766,0.023754,0.000012,0.105589,0.011496,0.000010,0.723931
0.023766,0.023754,0.000012,0.105589,0.011496,0.000010,0.723931
0.023766,0.023754,0.000012,0.105589,0.011496,0.000010,0.723931
0.023766,0.023754,0.000012,0.105589,0.011496,0.000010,0.723931
0.023076,0.023067,0.000008,0.085281,0.010798,0.000010,0.731773
0.023076,0.023067,0.000008,0.085281,0.010798,0.000010,0.731773
0.023076,0.023067,0.000008,0.085281,0.010798,0.000010,0.731773
0.023076,0.023067,0.000008,0.085281,0.010798,0.000010,0.731773
0.023076,0.023067,0.000008,0.085281,0.010798,0.000010,0.731773
0.023001,0.022991,0.000009,0.090139,0.010776,0.000133,0.729872
0.023001,0.022991,0.000009,0.090139,0.010776,0.000133,0.729872
0.023001,0.022991,0.000009,0.090139,0.010776,0.000133,0.729872
0.023001,0.022991,0.000009,0.090139,0.010776,0.000134,0.729872
0.023001,0.022991,0.000009,0.090139,0.010776,0.000133,0.729872
