date,cost,rmse,penalty,KAPPA,RHO,V0,VBAR,XI,LAMBDA,MU_Y,SIGMA_Y,MU_V
20190505,0.012770016240205916,0.009390665348746765,0.0033793508914591514,1.151238,0.101591,0.356576,0.528262,0.897529,0.843852,0.051905,0.000010,0.021351
20190402,0.05146317751297711,0.04879755105719195,0.002665626455785165,1.038289,-0.052748,0.417217,0.121559,0.923122,0.709898,-0.038475,0.000011,0.011750
20190401,0.014798651176532335,0.011179549371077804,0.0036191018054545308,0.948336,-0.232881,0.150729,0.525895,0.526248,0.435082,0.375753,0.000010,0.063770
20190501,0.009263579703763429,0.007511732758889788,0.00175184694487364,0.039427,0.113442,0.292493,0.340162,0.536583,0.406857,0.310948,0.000010,0.586173
20190415,0.025737260300103478,0.024120698756053965,0.001616561544049514,0.998301,0.024148,0.279600,0.606925,0.000010,0.358299,0.062620,0.000010,0.276891
20190419,0.02105936586632177,0.019101499454608022,0.0019578664117137503,1.064079,0.030212,0.246514,0.703393,0.000194,0.298751,-0.131031,0.000010,0.328678
20190406,0.03031917551024552,0.02815835065480216,0.002160824855443362,0.959840,0.028054,0.521247,0.138677,0.965326,0.093404,0.003916,0.000010,0.151680
20190422,0.01795455703866783,0.016498459447410463,0.001456097591257367,0.750880,0.071814,0.260581,0.753976,0.318085,0.307115,0.029708,0.000010,0.428988
20190508,0.028982979237463156,0.027905524585845103,0.0010774546516180536,0.125039,0.036128,0.452313,0.019796,0.909147,0.118430,-0.017930,0.000010,0.469112
20190421,0.017564224171545025,0.016282021450080664,0.0012822027214643597,0.447734,0.095118,0.251345,0.658570,0.000010,0.424147,0.177334,0.000010,0.796506
20190405,0.03929000968584688,0.03610802343849037,0.003181986247356506,1.233122,0.067748,0.568310,0.062988,1.135141,0.000010,0.000981,0.000010,0.082724
20190507,0.0223147639838254,0.02112901380091021,0.0011857501829151877,0.034596,0.055983,0.432086,0.121198,0.966895,0.130123,-0.000840,0.000010,0.572584
