cost,rmse,penalty,KAPPA,RHO,V0,VBAR,XI,LAMBDA,MU_Y,SIGMA_Y
0.695046,0.691116,0.003930,3.231908,-0.041206,0.192580,0.850028,0.252963,1.000000,0.000000,0.100000
0.695046,0.691116,0.003930,3.231908,-0.041206,0.192580,0.850028,0.252963,1.000000,0.000000,0.100000
0.695046,0.691116,0.003930,3.231908,-0.041206,0.192580,0.850028,0.252963,1.000000,0.000000,0.100000
0.695046,0.691116,0.003930,3.231908,-0.041206,0.192580,0.850028,0.252963,1.000000,0.000000,0.100000
0.695046,0.691116,0.003930,3.231908,-0.041206,0.192580,0.850028,0.252963,1.000000,0.000000,0.100000
0.695046,0.691116,0.003930,3.231908,-0.041206,0.192580,0.850028,0.252963,1.000000,0.000000,0.100000
0.695046,0.691116,0.003930,3.231908,-0.041206,0.192580,0.850028,0.252963,1.000000,0.000000,0.100000
0.695046,0.691116,0.003930,3.231908,-0.041206,0.192580,0.850028,0.252963,1.000000,0.000000,0.100000
0.695046,0.691116,0.003930,3.231908,-0.041206,0.192580,0.850028,0.252963,1.000000,0.000000,0.100000
0.293582,0.280602,0.012980,3.249873,-0.032978,0.905404,0.974202,0.251019,1.010357,0.064916,0.299710
0.293582,0.280602,0.012980,3.249873,-0.032978,0.905404,0.974202,0.251019,1.010357,0.064916,0.299710
0.293582,0.280602,0.012980,3.249873,-0.032978,0.905404,0.974202,0.251019,1.010357,0.064916,0.299710
0.293582,0.280602,0.012980,3.249873,-0.032978,0.905404,0.974202,0.251019,1.010357,0.064916,0.299710
0.293582,0.280602,0.012980,3.249873,-0.032978,0.905404,0.974202,0.251019,1.010357,0.064916,0.299710
0.293582,0.280602,0.012980,3.249873,-0.032978,0.905404,0.974202,0.251019,1.010357,0.064916,0.299710
0.293582,0.280602,0.012980,3.249873,-0.032978,0.905404,0.974202,0.251019,1.010358,0.064916,0.299710
0.293582,0.280602,0.012980,3.249873,-0.032978,0.905404,0.974202,0.251019,1.010357,0.064916,0.299710
0.293582,0.280602,0.012980,3.249873,-0.032978,0.905404,0.974202,0.251019,1.010357,0.064916,0.299710
