cost,rmse,penalty,KAPPA,RHO,V0,VBAR,XI,LAMBDA,MU_Y,SIGMA_Y
0.051215,0.047286,0.003930,3.231908,-0.041206,0.192580,0.850028,0.252963,1.000000,0.000000,0.100000
0.051215,0.047286,0.003930,3.231908,-0.041206,0.192580,0.850028,0.252963,1.000000,0.000000,0.100000
0.051215,0.047286,0.003930,3.231908,-0.041206,0.192580,0.850028,0.252963,1.000000,0.000000,0.100000
0.051215,0.047285,0.003930,3.231908,-0.041206,0.192580,0.850028,0.252963,1.000000,0.000000,0.100000
0.051215,0.047286,0.003930,3.231908,-0.041206,0.192580,0.850028,0.252963,1.000000,0.000000,0.100000
0.051215,0.047286,0.003930,3.231908,-0.041206,0.192580,0.850028,0.252963,1.000000,0.000000,0.100000
0.051215,0.047286,0.003930,3.231908,-0.041206,0.192580,0.850028,0.252963,1.000000,0.000000,0.100000
0.051215,0.047286,0.003930,3.231908,-0.041206,0.192580,0.850028,0.252963,1.000000,0.000000,0.100000
0.051215,0.047286,0.003930,3.231908,-0.041206,0.192580,0.850028,0.252963,1.000000,0.000000,0.100000
0.229365,0.223756,0.005609,3.236848,-0.037915,0.672098,0.865083,0.251887,1.003990,0.008372,0.149509
0.064569,0.060260,0.004309,3.233307,-0.040274,0.328386,0.854292,0.252658,1.001130,0.002371,0.114022
0.037226,0.033148,0.004078,3.232490,-0.040818,0.249044,0.851801,0.252836,1.000470,0.000986,0.105830
0.037226,0.033148,0.004078,3.232490,-0.040818,0.249044,0.851801,0.252836,1.000470,0.000986,0.105830
0.037226,0.033148,0.004078,3.232490,-0.040818,0.249044,0.851801,0.252836,1.000470,0.000986,0.105830
0.037226,0.033148,0.004078,3.232490,-0.040818,0.249044,0.851801,0.252836,1.000470,0.000986,0.105830
0.037226,0.033148,0.004078,3.232490,-0.040818,0.249044,0.851801,0.252836,1.000470,0.000986,0.105830
0.037226,0.033148,0.004078,3.232490,-0.040818,0.249044,0.851801,0.252836,1.000470,0.000986,0.105830
0.037226,0.033148,0.004078,3.232490,-0.040818,0.249044,0.851801,0.252836,1.000470,0.000986,0.105830
0.037226,0.033148,0.004078,3.232490,-0.040818,0.249044,0.851801,0.252836,1.000470,0.000986,0.105830
0.037226,0.033148,0.004078,3.232490,-0.040818,0.249044,0.851801,0.252836,1.000470,0.000986,0.105830
