date,cost,rmse,penalty,C,G,M,Y
20190414,0.021491269820211063,0.02149127,0.0,9.76279,9.551614,11.39128,0.32505300000000004
20190415,0.01613017047012583,0.01613017,0.0,9.826616,9.88195,10.575923,0.329177
20190417,0.03033252537730805,0.03033253,0.0,9.209691,11.573843,10.966622,0.41058
20190420,0.03624450174032474,0.0362445,0.0,9.884342,9.518119,10.756354,0.308582
20190419,0.033089083735933084,0.03308908,0.0,10.10813,7.577736,11.395897,0.228522
20190416,0.012096720693348368,0.01209672,0.0,9.587566,9.750074,11.896204,0.373382
20190428,0.01247501532030541,0.01247502,0.0,9.852422,10.459468,9.992471,0.322793
20190401,0.02758402190693952,0.02758402,0.0,9.663907,10.125233,10.641682,0.23399999999999999
20190418,0.033638053119919874,0.03363805,0.0,7.027187,14.834756,15.238198,0.673272
20190427,0.013290476946873731,0.01329048,0.0,9.983006,9.018459,10.897938,0.304522
20190608,0.014968920144999141,0.01496892,0.0,9.347781,10.644808,12.273831,0.606829
20190410,0.014237193157384162,0.01423719,0.0,5.1278169999999985,19.61113,19.059272,0.8977930000000001
20190609,0.012416811043892577,0.01241681,0.0,8.347428,13.805426999999998,13.860598,0.731824
20190607,0.016020794983565772,0.01602079,0.0,9.479044,10.167581,12.232081,0.610383
20190421,0.027885064734238643,0.02788506,0.0,9.056741,11.001146,12.426184,0.444944
20190612,0.009828116468301656,0.00982812,0.0,5.942647,16.171460999999994,19.151733,0.93532
20190615,0.01896729573532544,0.0189673,0.0,8.476547,13.562423,13.788636,0.731888
20190422,0.030778185006192674,0.03077819,0.0,8.479196,11.816229,14.249594,0.5331140000000001
20190603,0.018886671695616832,0.01888667,0.0,8.146238,13.64093,14.750647,0.839986
20190501,0.016579049167413658,0.01657905,0.0,5.605804,16.464284,21.574066,0.85149
20190424,0.01886853080865637,0.01886853,0.0,3.406404,16.817166,30.164767,1.044628
20190504,0.02242167559507736,0.02242168,0.0,8.882019,11.850575,12.490184,0.516444
20190517,0.0721047455123944,0.07210475,0.0,7.6282809999999985,16.847368,14.413292000000002,0.999239
20190413,0.01793861963088414,0.01793862,0.0,8.054583000000001,14.00294,14.013533,0.601669
20190412,0.00789363858220185,0.00789364,0.0,7.750139,15.260247,14.412347,0.667613
20190614,0.011044125559652623,0.01104413,0.0,8.841228,13.009741,12.329367,0.666573
20190429,0.020028190507794648,0.02002819,0.0,4.265353,26.862891,20.698195,0.999381
20190430,0.0156791504658496,0.01567915,0.0,3.1152580000000003,22.199627,26.373849,1.089576
20190620,0.031738743950628666,0.03173874,0.0,5.458632,19.572289,17.877803,1.03755
20190510,0.02537679488619794,0.02537679,0.0,7.295616000000001,12.373665,19.741816,0.764364
20190425,0.01808131264676066,0.01808131,0.0,1.73029,22.12261,32.750724,1.2474690000000002
20190625,0.02629622339723234,0.02629622,0.0,7.282813000000001,16.904947,14.823073999999998,1.000907
20190601,0.017076311585392887,0.01707631,0.0,3.881556,26.601645,21.651934,1.201421
20190525,0.01925705031245657,0.01925705,0.0,3.018995,27.820605,24.144264,1.2875
20190426,0.017815394924811538,0.01781539,0.0,1.3683459999999998,19.644452,40.754334,1.313252
20190602,0.021868534184647816,0.02186853,0.0,2.610685,23.242881,30.952367,1.310434
20190623,0.026130088581479725,0.02613009,0.0,7.711603999999999,12.647032,17.583759,0.993683
20190624,0.021884452687360216,0.02188445,0.0,3.578842,24.081114000000003,23.292871,1.274132
20190526,0.016775605152701968,0.01677561,0.0,4.114539,38.799786,9.388322,1.083106
20190611,0.011111428710710695,0.01111143,0.0,1.530415,17.094276999999998,44.65558,1.364919
20190708,0.014918304729577557,0.014918299999999999,0.0,6.029726,21.300711,15.503187,1.091896
20190604,0.023271539201190718,0.02327154,0.0,1.032528,27.943381,32.26726,1.516232
20190505,0.018669743578080416,0.01866974,0.0,1.415895,17.008438,39.932296,1.293733
20190527,0.07399398099691484,0.07399398,0.0,1.005592,37.344367,25.099778,1.562728
20190406,0.04734620867018573,0.04734621,0.0,0.45435,14.119397,52.775405000000006,1.569034
20190709,0.021673032360607133,0.02167303,0.0,3.876725,30.511278000000004,15.742107999999998,1.262592
20190630,0.0321592806492154,0.03215928,0.0,3.028762,34.399211,17.133472,1.33734
20190402,0.056051264143374455,0.05605126,0.0,0.269847,11.216824,54.83395600000001,1.613136
20190403,0.10801327051830473,0.10801327,0.0,0.137193,16.179938,50.12549600000001,1.764505
20190524,0.022984670392914727,0.02298467,0.0,1.635377,27.14057,32.740395,1.436684
20190511,0.05257967248221903,0.05257967,0.0,0.441389,16.516563,49.838651,1.604478
20190408,0.07170562060319513,0.07170562,0.0,0.11503,43.538502,47.142383,1.80083
20190411,0.011119628996339654,0.01111963,0.0,0.082609,29.163384000000004,48.253084,1.808549
20190407,0.05005491169215042,0.05005491,0.0,0.090714,12.532175,60.90901,1.810534
20190409,0.03445454683643248,0.03445455,0.0,0.119787,32.149047,41.000134,1.783191
20190628,0.08664339512540419,0.0866434,0.0,2.096402,36.956979,20.204383,1.479392
20190610,0.012046054189248472,0.01204605,0.0,0.349308,21.349024,50.550295,1.656046
20190619,0.04608222212172383,0.04608222,0.0,0.778353,24.746937,38.167922,1.561312
20190617,0.06124041247155109,0.06124041,0.0,0.536601,36.120705,28.319141,1.626652
20190605,0.02125132994515121,0.02125133,0.0,0.725267,22.471973,39.083955,1.568848
20190613,0.011097666629498777,0.01109767,0.0,0.278514,13.932959,51.356002,1.678837
20190705,0.023285911012827856,0.02328591,0.0,2.49067,42.932898,12.859722,1.356301
20190423,0.02762796284051069,0.02762796,0.0,0.240556,21.562247,42.456017,1.644924
20190622,0.048919082821069285,0.04891908,0.0,1.337891,36.47011,24.092753,1.535085
20190706,0.009206609003690207,0.00920661,0.0,4.33,37.114322,9.981311,1.149656
