date,cost,rmse,penalty,LAMBDA,MU_Y,SIGMA_Y,SIGMA
20190406,0.04668426276857163,0.04668393945009677,3.23318474851472e-07,0.004906,-0.005470,0.000010,0.676573
20190403,0.10485666576301245,0.10485661772932141,4.803369103614245e-08,0.001299,-0.002153,0.000010,0.696601
20190508,0.030945134765774207,0.03094465236311051,4.82402663696661e-07,0.001139,-0.006936,0.000010,0.661895
20190402,0.0607817349365489,0.06078170408395509,3.0852593804615255e-08,0.003329,0.000371,0.000429,0.607468
20190405,0.06708459102593951,0.06708451087056454,8.015537498093018e-08,0.002347,-0.002732,0.000010,0.688565
20190509,0.02100984694881348,0.021001511229335794,8.335719477688724e-06,0.073564,0.017098,0.000080,0.651080
20190407,0.04637327654519781,0.046372634444747686,6.42100450122485e-07,0.013620,-0.006757,0.000010,0.696131
20190507,0.023838541804637403,0.023838509632289635,3.217234776730702e-08,0.005616,0.000249,0.000010,0.651378
20190409,0.03925015543544987,0.03924967858705332,4.768483965503799e-07,0.001034,-0.006898,0.000010,0.679752
20190408,0.08058635845109252,0.08058629350195957,6.494913294027446e-08,0.004232,-0.002169,0.000010,0.713108
20190404,0.10508074120382144,0.10507971519935008,1.0260044713509965e-06,0.000010,-0.010129,0.000010,0.745543
20190503,0.014589555718379109,0.014555453724764317,3.4101993614790514e-05,0.087840,0.051341,0.000522,0.617577
20190510,0.024163533758357048,0.024160467443234388,3.066315122659079e-06,0.048120,0.008664,0.000029,0.664316
20190506,0.016163820297111494,0.016163597625385974,2.2267172552081542e-07,0.014913,-0.000166,0.000010,0.639555
20190426,0.021591165876903393,0.021551326113804038,3.983976309935537e-05,0.155648,0.039514,0.000025,0.614566
20190502,0.019927247894538022,0.019822866799061027,0.00010438109547699591,0.154189,0.089781,0.000105,0.602618
20190411,0.018392237869363313,0.018383358236875664,8.879632487647626e-06,0.073222,0.018727,0.000332,0.626504
20190504,0.0260335095393012,0.025899181885106214,0.00013432765419498505,0.166552,0.103217,0.000711,0.610036
20190429,0.02114949551957583,0.021114006409087165,3.548911048866553e-05,0.110635,0.048205,0.000337,0.607887
20190505,0.019171505173613365,0.019122630132249196,4.8875041364167776e-05,0.202457,0.028021,0.000585,0.615841
20190410,0.020623693249417565,0.02058912705234224,3.456619707532364e-05,0.138568,0.039198,0.000010,0.605751
20190430,0.01816547032671372,0.018147263634908636,1.8206691805084486e-05,0.134739,-0.001917,0.000393,0.604630
20190511,0.047077254909809005,0.04707530997472875,1.9449350802537135e-06,0.038446,-0.006833,0.000010,0.726401
20190513,0.0538889901459943,0.053886051533324944,2.9386126693565067e-06,0.001281,-0.017138,0.000010,0.820153
20190424,0.02360704059658903,0.023571534595568,3.5506001021031236e-05,0.188429,0.000243,0.000010,0.602440
20190423,0.027802423845883523,0.027773084620395586,2.933922548793624e-05,0.171257,-0.000616,0.000256,0.603829
20190523,0.038662324840434505,0.03866018980186097,2.135038573536777e-06,0.035272,-0.009439,0.000010,0.880284
20190516,0.08114740805215563,0.08113613281839234,1.1275233763285546e-05,0.043713,-0.030579,0.000370,0.978038
20190524,0.02603354773386063,0.026014153279403915,1.939445445671426e-05,0.134784,0.011065,0.000180,0.874180
20190531,0.02410330363552931,0.024090057313840743,1.3246321688567741e-05,0.115034,0.001164,0.000010,0.871467
20190519,0.0911889052226392,0.09117744308513562,1.1462137503587382e-05,0.032042,-0.032304,0.000010,0.997889
20190512,0.08857794218949172,0.08857199663744741,5.945552044307402e-06,0.027556,-0.022773,0.000061,0.881832
20190515,0.08658271001342617,0.08657182717891207,1.0882834514103759e-05,0.035539,-0.031011,0.000165,0.997676
20190522,0.0384472818197224,0.038442691966379616,4.589853342786064e-06,0.067191,-0.002742,0.000010,0.903545
20190528,0.06233848177871372,0.06233031679189749,8.164986816227676e-06,0.052421,-0.023275,0.000010,0.933422
20190518,0.05803820618317392,0.05803050666566912,7.699517504803798e-06,0.039725,-0.024741,0.000061,0.979184
20190526,0.027178843991255395,0.027148021413495114,3.082257776027951e-05,0.160517,0.022477,0.000215,0.860640
20190530,0.05582877479411513,0.055823293897929026,5.480896186109484e-06,0.031257,-0.021222,0.000031,0.899399
20190517,0.0685567353331534,0.06854483143873406,1.1903894419339574e-05,0.068294,-0.026907,0.000010,0.979337
20190529,0.04408660755273187,0.044083498140335985,3.1094123958805547e-06,0.042288,-0.011494,0.000010,0.913541
20190525,0.022734087653605153,0.02271460778636981,1.9479867235341487e-05,0.132223,0.014114,0.000225,0.874523
20190527,0.07157481893270079,0.07156606799761372,8.75093508706665e-06,0.054399,-0.024066,0.000010,0.957768
20190521,0.04149350375903723,0.041485943811173286,7.559947863943406e-06,0.085755,-0.004537,0.000038,0.922046
20190514,0.09557858702325366,0.09556943775947128,9.149263782366823e-06,0.021559,-0.029469,0.000072,1.026255
20190520,0.0710174251588213,0.07100880087051485,8.624288306443444e-06,0.055326,-0.023587,0.000010,0.956493
20190401,0.02859182953996543,0.025530591428549177,0.0030612381114162525,0.657406,0.512743,0.000010,0.373207
20190601,0.023140583630029545,0.023130777914518872,9.805715510672033e-06,0.096709,0.000282,0.002127,0.853383
20190415,0.024926196497885304,0.021672262342789638,0.0032539341550956655,0.600075,0.537753,0.004540,0.465299
20190501,0.016800454076007883,0.013351898531682872,0.0034485555443250107,0.384645,0.573985,0.007754,0.526863
20190425,0.021038216871490923,0.018474171194421768,0.0025640456770691543,0.325662,0.495637,0.003782,0.553906
20190609,0.016194960160891857,0.016184232274136318,1.0727886755538872e-05,0.091748,-0.015188,0.000185,0.727028
20190602,0.02267387225713144,0.022661588371843483,1.2283885287955244e-05,0.110773,-0.001147,0.000010,0.842009
20190606,0.018535140291137526,0.018520995014576228,1.4145276561297703e-05,0.081599,-0.027355,0.000196,0.792132
20190607,0.020286859085915227,0.020278983368089237,7.875717825991368e-06,0.088129,-0.003268,0.000147,0.752874
20190608,0.023000747466694105,0.022991459416004376,9.288050689729862e-06,0.090139,0.010776,0.000133,0.729872
20190603,0.02350815463757526,0.02348436862488566,2.378601268960116e-05,0.151577,0.009003,0.000010,0.831462
20190610,0.013033167348554121,0.013023333747707746,9.83360084637536e-06,0.066278,-0.023324,0.000095,0.736843
20190605,0.02079043777726115,0.020781507264063994,8.930513197156848e-06,0.082224,-0.013624,0.001771,0.831025
20190611,0.012922954468785788,0.012905481516477125,1.747295230866298e-05,0.096654,-0.028515,0.000010,0.731182
20190613,0.012537242620489893,0.012520954501847564,1.6288118642327967e-05,0.091625,-0.028094,0.000010,0.735571
20190612,0.01622838110666594,0.016213882039521788,1.4499067144151089e-05,0.119132,0.005538,0.000010,0.725969
20190604,0.02652491964390538,0.02651833040245673,6.589241448649547e-06,0.080956,-0.001882,0.000010,0.854461
20190615,0.021479223875443883,0.021462715415114575,1.6508460329308873e-05,0.102081,0.024236,0.001464,0.733818
20190614,0.016380716430208025,0.01636907335889022,1.1643071317805131e-05,0.107850,0.001073,0.000010,0.725367
20190418,0.032347879934560786,0.028119776485285596,0.004228103449275192,0.421636,0.636422,0.000010,0.467232
20190616,0.04269878772888146,0.04269188759139179,6.900137489670597e-06,0.077825,-0.009175,0.000120,0.792772
20190621,0.045783137037464644,0.045780386105993706,2.7509314709397435e-06,0.048886,-0.006009,0.000010,0.873770
20190416,0.025178616710064057,0.022416607158116383,0.002762009551947674,0.753987,0.468349,0.000124,0.460672
20190412,0.01618156705887143,0.013497014793343877,0.0026845522655275546,0.350119,0.506121,0.001963,0.560462
20190419,0.04094012394851897,0.03518434487775564,0.005755779070763325,0.354075,0.750361,0.000010,0.455984
20190618,0.07311816837731253,0.07311231482139025,5.853555922275395e-06,0.035947,-0.021356,0.000068,0.874451
20190617,0.056005139666296284,0.05600273058741539,2.4090788808980874e-06,0.019929,-0.014184,0.000016,0.834335
20190620,0.03587570119426894,0.03586448571254092,1.1215481728023354e-05,0.105424,0.003101,0.000225,0.820440
20190619,0.043190116364885074,0.04318503682462032,5.0795402647553575e-06,0.070030,-0.004176,0.000096,0.836440
20190413,0.026771207823407726,0.022771612995045435,0.00399959482836229,0.301357,0.625202,0.000010,0.527097
20190421,0.03640355366823175,0.03133162377489035,0.0050719298933414045,0.330106,0.704400,0.003411,0.475893
20190622,0.04851011152096144,0.048498408437078144,1.1703083883299061e-05,0.106665,-0.005325,0.000650,1.044648
20190626,0.08351478838114672,0.0835068500706703,7.938310476416867e-06,0.026950,-0.026850,0.000167,1.063014
20190414,0.027430720214190855,0.02312281124109631,0.004307908973094546,0.379217,0.645299,0.000010,0.473185
20190625,0.030393282361876488,0.03035175850002627,4.152386185021753e-05,0.182108,0.028820,0.000739,0.955007
20190417,0.03158063647126269,0.027366356033896807,0.004214280437365883,0.450127,0.633377,0.000010,0.460290
20190623,0.036732337942685316,0.036699247454400584,3.3090488284730144e-05,0.176699,0.013222,0.001094,1.022285
20190624,0.032197589340920825,0.032113511199087626,8.407814183320214e-05,0.141533,0.047383,0.020395,0.964538
20190427,0.024729789689351515,0.02077006848889528,0.0039597212004562335,0.429682,0.614418,0.000010,0.493178
20190705,0.02558196873516251,0.02554592975245453,3.603898270798128e-05,0.181267,0.017808,0.000315,1.003371
20190628,0.08313376231624722,0.08311837032588447,1.5391990362755514e-05,0.096522,-0.024610,0.000435,1.151974
20190422,0.03715749489688673,0.03183408499626033,0.005323409900626401,0.331422,0.722050,0.000313,0.473261
20190702,0.04978360698054981,0.04977724691646127,6.360064088538232e-06,0.053972,-0.018564,0.000099,1.051520
20190707,0.023763921401807036,0.02370913652783021,5.478487397682825e-05,0.215901,0.028565,0.000346,0.978340
20190703,0.04455456531231342,0.04454924573252476,5.319579788662976e-06,0.049619,-0.016903,0.000053,1.027535
20190704,0.04387330862422417,0.04386930145971767,4.007164506501718e-06,0.058722,-0.007472,0.000081,1.028510
20190713,0.0188526636652544,0.01883091129894806,2.1752366306340005e-05,0.147272,0.002450,0.000183,1.000140
20190701,0.02086691151814265,0.020842000204223384,2.491131391926382e-05,0.154632,0.009977,0.000221,0.999829
20190428,0.02095437278512535,0.01679880877294627,0.004155564012179077,0.439927,0.629446,0.000010,0.486999
20190630,0.035689178108312174,0.035672124414485785,1.7053693826385113e-05,0.127815,0.007583,0.001192,1.024629
20190706,0.01676027118862794,0.016726106176781042,3.416501184689855e-05,0.174464,0.018270,0.001973,0.971796
20190717,0.14499699005406186,0.14498076330609483,1.622674796703722e-05,0.052498,-0.036702,0.000039,1.131051
20190712,0.030964814446199935,0.03095413001561067,1.0684430589266392e-05,0.101248,-0.004635,0.001478,1.026564
20190711,0.04987356398368491,0.049868164490122595,5.399493562312567e-06,0.051660,-0.016525,0.000036,1.051147
20190715,0.07117747197151413,0.07116884387092424,8.62810058987476e-06,0.049354,-0.024835,0.000494,1.071874
20190714,0.027803506223201827,0.027791066022819163,1.2440200382665331e-05,0.109582,-0.005252,0.001250,1.009099
20190708,0.018635388675113194,0.018561590434228416,7.379824088477739e-05,0.245256,0.036874,0.000712,0.965809
20190719,0.09098245111875246,0.09096230226260127,2.014885615118335e-05,0.068564,-0.039302,0.000096,1.118282
20190716,0.0508681712359228,0.050862239912319474,5.931323603322629e-06,0.057415,-0.016224,0.000163,1.054204
20190709,0.02300062490441963,0.02297809774218255,2.2527162237078277e-05,0.143524,0.013870,0.000202,1.017412
20190722,0.04914574005642088,0.049139808386607496,5.9316698133826784e-06,0.057114,-0.016338,0.000072,1.053686
20190710,0.028921051274617197,0.02891034471528762,1.0706559329579627e-05,0.103064,0.002903,0.000010,1.039717
20190420,0.03938126253827841,0.033702074250100376,0.005679188288178034,0.342410,0.745783,0.000410,0.462822
20190721,0.08096258872301187,0.0809507251361123,1.1863586899566144e-05,0.038435,-0.032041,0.001095,1.084193
20190629,0.05800950174000693,0.058001379698393106,8.12204161382583e-06,0.073832,-0.016342,0.000044,1.100870
20190723,0.06268821129582518,0.06268001694180905,8.194354016118088e-06,0.043101,-0.025172,0.000042,1.064228
20190724,0.05456376478788519,0.054556693226980986,7.071560904199831e-06,0.068683,-0.015326,0.000228,1.069021
20190720,0.05792657527161492,0.057917487839266174,9.087432348747347e-06,0.074031,-0.018990,0.000081,1.093012
20190725,0.045335510153165115,0.045328096546977385,7.413606187730664e-06,0.063722,-0.018291,0.000272,1.059187
20190726,0.014553326435627179,0.014491960197069486,6.136623855769353e-05,0.237322,0.022397,0.000535,1.014954
20190728,0.025435562539938106,0.02541649570096195,1.906683897615842e-05,0.137246,0.004773,0.000161,1.002735
20190718,0.093800666724789,0.09380064819113063,1.853365837151401e-08,0.001306,0.001295,0.000024,1.094108
20190730,0.026641913027710785,0.026632075872803123,9.837154907662251e-06,0.096036,-0.007836,0.000045,0.980537
20190729,0.015801508398068476,0.01576930913014283,3.219926792564684e-05,0.177607,0.005067,0.001996,0.973177
20190731,0.024994486702097925,0.02498746060525379,7.02609684413428e-06,0.081361,-0.006374,0.000039,0.979704
20190727,0.017005888835116775,0.01695942400644526,4.646482867151362e-05,0.209989,0.015337,0.000414,0.985430
