cost,rmse,penalty,SIGMA
0.178583,0.178583,0.000000,0.664000
0.178583,0.178583,0.000000,0.664000
0.775895,0.775895,0.000000,1.605747
0.128140,0.128140,0.000000,0.945372
0.128140,0.128140,0.000000,0.945372
0.064312,0.064312,0.000000,0.809188
0.064312,0.064312,0.000000,0.809188
0.061950,0.061950,0.000000,0.847361
0.061950,0.061950,0.000000,0.847361
0.060066,0.060066,0.000000,0.831482
0.060066,0.060066,0.000000,0.831482
0.060061,0.060061,0.000000,0.832201
0.060061,0.060061,0.000000,0.832201
0.060065,0.060065,0.000000,0.831552
0.060062,0.060062,0.000000,0.831891
0.060062,0.060062,0.000000,0.832049
0.060061,0.060061,0.000000,0.832126
0.060061,0.060061,0.000000,0.832163
0.060061,0.060061,0.000000,0.832182
0.060061,0.060061,0.000000,0.832192
0.060061,0.060061,0.000000,0.832196
0.060061,0.060061,0.000000,0.832199
0.060061,0.060061,0.000000,0.832200
0.060061,0.060061,0.000000,0.832200
