cost,rmse,penalty,SIGMA
0.070649,0.070649,0.000000,0.565700
0.070649,0.070649,0.000000,0.565700
0.522943,0.522943,0.000000,1.124857
0.094979,0.094979,0.000000,0.679972
0.058603,0.058603,0.000000,0.607080
0.058603,0.058603,0.000000,0.607080
0.058574,0.058574,0.000000,0.604839
0.058574,0.058574,0.000000,0.604839
0.059699,0.059699,0.000000,0.593662
0.058598,0.058598,0.000000,0.603494
0.058578,0.058578,0.000000,0.604407
0.058575,0.058575,0.000000,0.604674
0.058574,0.058574,0.000000,0.604773
0.058574,0.058574,0.000000,0.604812
0.058574,0.058574,0.000000,0.604828
0.058574,0.058574,0.000000,0.604835
0.058574,0.058574,0.000000,0.604837
0.058574,0.058574,0.000000,0.604839
0.058574,0.058574,0.000000,0.604839
