cost,rmse,penalty,SIGMA
0.052648,0.052648,0.000000,0.676400
0.052648,0.052648,0.000000,0.676400
0.902192,0.902192,0.000000,1.628579
0.196315,0.196315,0.000000,0.922184
0.030588,0.030588,0.000000,0.752547
0.030588,0.030588,0.000000,0.752547
0.018894,0.018894,0.000000,0.716620
0.018894,0.018894,0.000000,0.716620
0.016527,0.016527,0.000000,0.730324
0.016527,0.016527,0.000000,0.730324
0.016090,0.016090,0.000000,0.726152
0.016090,0.016090,0.000000,0.726152
0.016086,0.016086,0.000000,0.726539
0.016086,0.016086,0.000000,0.726539
