,count,mean,std,min,25%,50%,75%,max
BLACK_SCHOLES,100000.0,-0.18679379693066728,1.727538534145561,-16.013290327896165,-0.7560279031128911,0.42072486905697604,0.9127553368946882,21.10491742811074
HESTON,100000.0,-0.18679644689250782,1.7361623518325013,-15.893195356842865,-0.722765179192659,0.41536194261893905,0.9049565209591561,21.145814323993214
VARIANCE_GAMMA,100000.0,-0.18658158745093634,1.7523688688694143,-15.878997521882322,-0.7158637599579353,0.42809886442338785,0.9142782812076233,20.937032446452836
SVJ,100000.0,-0.18513185911352809,1.7799470545976555,-16.10292120755133,-0.6811878448492594,0.42606262610272483,0.9184098462940761,21.452204542135664
SVCJ,100000.0,-0.18578322220797577,1.7912868637607688,-16.139836365981118,-0.6422313346578846,0.4355197208251658,0.9223917061493854,20.37919633287377
CGMY,100000.0,-0.18656905405834537,1.759337508237861,-16.041123923862504,-0.7108777931963381,0.4290502817540134,0.9179311952556809,20.82113681178174
MERTON,100000.0,-0.18613229467397166,1.7339329165964927,-15.568880922839439,-0.7435084627808395,0.3916110113646906,0.9132827595434112,20.964485829161607
