date,cost,rmse,penalty,KAPPA,RHO,V0,VBAR,XI,LAMBDA,MU_Y,SIGMA_Y,MU_V
20190527,0.039054226835992335,0.03625499,0.002799240498608989,2.693211,-0.00412,1.071108,0.4288,0.093817,1.242959,0.029071,1e-05,0.001628
20190427,0.01650196090002307,0.01477302,0.0017289453540723675,2.6017200000000003,0.057578,0.28525700000000004,0.50171,0.08886000000000001,1.280167,-0.010113,1e-05,0.040488
20190407,0.03098761222818832,0.02929128,0.0016963344023438163,2.5931,-0.012761,0.546443,0.206938,0.091917,1.252984,-0.000297,1e-05,0.009058
20190408,0.047978753478855836,0.04623795,0.0017408026932224903,2.60659,0.003251,0.595634,0.13772,0.089196,1.255007,0.003637,1e-05,0.004021
20190406,0.024219108201053885,0.02253143,0.0016876808468566464,2.599955,-0.010281,0.537903,0.190934,0.094108,1.253935,0.001358,1e-05,0.007504999999999999
20190419,0.01715092290937149,0.01405956,0.0030913598611624835,2.634745,0.271198,0.229046,0.463401,0.83301,1.261572,-0.025277,1e-05,0.323794
20190401,0.011918909584338538,0.01016549,0.001753415600362441,2.6302790000000003,-0.004007999999999999,0.160025,0.39346,0.090593,1.274174,0.134511,0.00049,0.105383
20190409,0.01314601858299029,0.01145774,0.0016882821778580154,2.594247,-0.008369,0.518682,0.252996,0.092232,1.261569,0.001161,1e-05,0.007101000000000001
20190415,0.015645821723698418,0.01347554,0.0021702865912470635,2.579552,-0.026982,0.200413,0.402028,0.064327,1.247671,0.250252,1e-05,0.03648
20190405,0.033140442093069815,0.03140997,0.0017304761665249526,2.616993,-0.006445,0.583708,0.106008,0.091386,1.247614,-0.001644,1e-05,0.003933
20190418,0.012201846994021362,0.00975074,0.002451106156655105,2.8853560000000003,0.096119,0.200854,0.381673,0.34332,1.240233,0.197428,1e-05,0.220085
20190515,0.030328454521013994,0.02725593,0.0030725200080539204,2.731126,0.054666,1.187578,0.36391,0.086934,1.235699,0.00704,1e-05,0.027973
20190426,0.014492693232516602,0.01393024,0.0005624500703065882,1.397299,0.028913,0.353978,1e-05,0.193669,1.274755,0.008907,1e-05,0.665654
20190416,0.014184485594234334,0.01189924,0.002285244123337762,2.745669,-0.033298,0.197821,0.393997,0.034532,1.277995,0.23892600000000006,1e-05,0.011545
20190402,0.04566343855721313,0.04415211,0.0015113295027388634,2.489777,-0.038851,0.409304,0.138233,0.08125800000000001,1.259186,-0.079496,1e-05,0.041633
20190610,0.007569999459185972,0.00542806,0.002141942742765625,1.842209,-0.080039,0.557422,1e-05,1.04302,1.425052,-0.007234999999999998,1e-05,0.953334
20190423,0.013647596989944631,0.01341763,0.0002299632689796869,0.742123,-0.024341,0.326815,1e-05,0.077823,1.119656,0.010122,1e-05,0.66598
20190528,0.02801387802095537,0.02516708,0.002846793324227967,2.666853,0.048275,0.982799,0.33392,0.130813,1.260841,0.17508800000000002,1e-05,0.08856900000000001
20190411,0.009874712659699069,0.00910646,0.0007682568609920426,1.698029,0.006318,0.402248,1e-05,0.151455,1.234569,-0.025407,1e-05,0.629549
20190403,0.06519164835990418,0.05941123,0.005780422608129695,5.153731,-0.013596,0.6358050000000001,0.134422,0.196902,1.192449,-0.023018,1e-05,0.013466
20190421,0.012645254209593641,0.01176148,0.0008837744137756998,1.319044,0.107957,0.244155,1e-05,0.40634,1.234654,0.139473,1e-05,0.986045
20190404,0.044712531908292566,0.03805081,0.0066617181367986025,5.494699,0.010268,0.74846,0.197594,0.150097,1.1671129999999998,-0.007453,1e-05,0.020012
20190609,0.014690777706191004,0.01381208,0.000878700767126684,1.582469,0.046632,0.514505,1e-05,0.256314,1.218913,-0.050697000000000006,1e-05,0.943592
20190424,0.009071803526167764,0.00823598,0.0008358282493856647,1.364217,0.073921,0.32173,1e-05,0.496509,1.233715,-0.07677,1e-05,0.85601
20190503,0.01011302709494317,0.00906275,0.0010502763303627007,1.566047,0.012157,0.364875,1e-05,0.651586,1.333322,-0.007741,1e-05,0.707038
20190501,0.008581003659008098,0.00696122,0.0016197864906499016,1.977001,0.0741,0.27833600000000003,1e-05,0.557291,1.309705,0.198778,1e-05,0.7901100000000001
20190511,0.04668219995057904,0.0433853,0.0032969049360781,1.98353,0.010028,0.580186,1e-05,1.473831,1.175655,-0.004755,1e-05,0.839996
20190502,0.01680627757529351,0.01600771,0.0007985674555455065,1.363521,0.105504,0.343951,1e-05,0.443295,1.220981,0.007783,1e-05,0.68758
20190520,0.02502970194816004,0.02051372,0.0045159772667244654,2.37474,0.277866,1.090322,0.132125,1.184541,1.250648,0.025710000000000004,1e-05,0.352101
20190508,0.03190783970137672,0.03111904,0.0007887986182593276,1.698523,0.005441,0.453407,1e-05,0.074025,1.234122,0.006701,1e-05,0.543573
20190611,0.009537574837188657,0.00769093,0.00184664933014842,1.7289290000000002,0.055361,0.500631,1e-05,0.642309,1.064039,-0.235578,1e-05,0.992271
20190612,0.008402293031992684,0.0060215,0.0023807935705357232,1.597487,-0.19053,0.456645,1e-05,0.7861640000000001,1.01846,0.260923,1e-05,1.092392
20190530,0.02616599905462565,0.02291831,0.003247688100545943,3.099191,0.063188,0.946303,1e-05,0.625369,1.466411,-0.004359,1e-05,1.293333
20190619,0.034355078041824375,0.03212824,0.0022268415789592575,1.7892689999999998,0.154818,0.772459,1e-05,0.8658899999999999,1.205828,0.006351,1e-05,0.695894
