date,cost,rmse,penalty,C,G,M,Y
20190420,0.037579331276238435,0.037579331276238435,0.0,9.987190,10.002774,10.002730,0.284613
20190428,0.017991841823422724,0.017991841823422724,0.0,9.988507,10.003214,10.001203,0.315782
20190401,0.02695034365195829,0.02695034365195829,0.0,9.991889,9.998604,9.978692,0.186106
20190414,0.023068953435281064,0.023068953435281064,0.0,9.878522,9.549425,10.781688,0.308275
20190415,0.016055693650712105,0.016055693650712105,0.0,9.983361,9.992528,10.021138,0.303039
20190416,0.014755244867462552,0.014755244867462552,0.0,9.718191,9.707473,11.315190,0.347688
20190505,0.019378039303065184,0.019378039303065184,0.0,9.965410,10.426867,11.798189,0.428663
20190417,0.02968425715218943,0.02968425715218943,0.0,9.345928,10.921337,11.007507,0.383798
20190427,0.017472936422473898,0.017472936422473898,0.0,9.941279,9.316121,10.638808,0.318861
20190422,0.03801864990149893,0.03801864990149893,0.0,9.206040,10.569645,12.200609,0.417993
20190421,0.035127330740548725,0.035127330740548725,0.0,9.612207,9.971170,11.260765,0.351882
20190413,0.026384381175806833,0.026384381175806833,0.0,9.244280,10.864998,12.246541,0.454196
20190418,0.033691572029075745,0.033691572029075745,0.0,7.155292,14.454740,14.837125,0.651750
20190419,0.035637561708377036,0.035637561708377036,0.0,10.540644,7.342593,9.129768,0.092171
20190402,0.06821319812014702,0.06821319812014702,0.0,3.626718,14.212637,34.616015,1.015994
20190501,0.021746968289808453,0.021746968289808453,0.0,6.860931,14.916531,17.897432,0.746220
20190429,0.022053087350191732,0.022053087350191732,0.0,6.792819,15.932504,17.696816,0.766392
20190410,0.01581333967699026,0.01581333967699026,0.0,5.759553,15.247756,21.855658,0.845986
20190424,0.020345529523691248,0.020345529523691248,0.0,4.150445,15.063569,28.364933,0.968080
20190430,0.017082716905201648,0.017082716905201648,0.0,4.243187,19.870260,24.413260,0.989499
20190504,0.01962898602251068,0.01962898602251068,0.0,8.881703,12.026700,12.546059,0.526030
20190425,0.023018673684233135,0.023018673684233135,0.0,2.916991,20.274368,29.179420,1.108012
20190510,0.022893463023744624,0.022893463023744624,0.0,7.269142,13.250530,19.082864,0.774108
20190412,0.012707247107508417,0.012707247107508417,0.0,8.729646,12.315176,13.058116,0.554489
20190502,0.01883118841128122,0.01883118841128122,0.0,1.775946,29.892791,21.558234,1.235709
20190524,0.024272301163422,0.024272301163422,0.0,4.516424,29.492165,16.402027,1.151952
20190525,0.020852594904722813,0.020852594904722813,0.0,4.979762,26.872489,16.208587,1.117290
20190603,0.019622364042842927,0.019622364042842927,0.0,7.799278,17.882643,12.285246,0.855412
20190423,0.027562708216207574,0.027562708216207574,0.0,2.248794,19.075402,33.345634,1.178387
20190602,0.021720834159958895,0.021720834159958895,0.0,6.433660,19.109330,17.626135,1.004378
20190526,0.016775611308230697,0.016775611308230697,0.0,3.983103,39.948803,8.751997,1.076814
20190601,0.020749194020368854,0.020749194020368854,0.0,3.848647,36.114078,13.204364,1.160758
20190608,0.014646357500374827,0.014646357500374827,0.0,9.286951,11.186595,12.020116,0.612903
